X,Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,vox_size,px_obs,skel_length_mm,vein_density_mm2,end_points,branch_points,areole_num,areole_pix,ariole_mmsq,MAG,Res,pix_mm,conversion,Scope,new_vox_size,skel_length_pix,skel_length_new_mm,areole_area_new_mmsq,area_obs_mmsq,vein_dens_mm2,Date.Created,Lf3_wetMg,Lf4_wetMg,dry_shootsG,Lf4_dryMg,IRGA_ID,IRGA_date,Photo,Cond,Fo,Fm,Fs,Fv,FvFm,VpdL,C02R,PARi,Microcope,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,SLA
97,1166,1166M,M,5,CGN06709 ,rapa,parent,0.000101738,0.000229731,2.258064516,0.001399,12152260,217.1049469,9.128033757,362,853,260,38267.74231,0.074897663,10,4288,728,0.00137363,NA,0.00137363,155185.8091,213.1678829,0.072205848,22.92960573,11.33905236,4/13/14,1653.8,1245.2,0.25,101.3,IRGA_5,13-Apr-14,25.77205,0.2902236,518.1308594,977.7415771,693.5458984,459.6107178,0.47007382,1.556939,400.2903,1498.268,Aven Nelson,3,138.459,102.297,118517.274,112.906,78.488,103887.691,39.722,6.173,27358.634,42.411,7.272,22795.492,39.376,47.021,7.493350772,0.388706811
98,1184,1184M,M,5,CGN14031,oleracea,parent,0.000147684,0.000216604,1.466666667,0.001399,6714683,118.7307199,9.034459129,245,511,137,38145.87591,0.074659146,10,3216,348,0.0028736,NA,0.0028736,84868.27725,243.8774815,0.314992506,55.44701163,2.470827479,4/17/14,1608.6,223.6,0.27,38,IRGA_4,16-Apr-14,20.36891,0.33729012,374.3852539,754.534668,580.0144043,380.1494141,0.43062369,1.439522,399.5565,1498.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.636,38.187,5.84826865,1.122
99,1191,1191M,M,5,CGN03969,carinata,hybrid,0.000111584,0.000144402,1.294117647,0.001399,6171939,137.0492648,11.34539592,259,718,237,21173.80591,0.041441394,10,3216,348,0.0028736,NA,0.0028736,97962.30506,281.5044798,0.174844332,50.96526128,4.650226331,4/20/14,3168.4,2814.8,0.35,190.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.831,72.837,9.338767686,0.319155299
100,1196,1196M,M,5,CGN06627,nigra,parent,8.86E-05,0.000131275,1.481481481,0.0029784,5021358,308.2752938,6.920723337,328,891,308,12671.37013,0.112406034,NA,NA,NA,NA,NA,0.0029784,103503.6576,308.2752938,0.112406034,44.54379677,6.914543042,4/20/14,NA,1927.8,NA,156.3,Berry,20-Apr-14,24.835506,0.19523127,NA,NA,NA,4.90234375,NA,1.436631,398.7391,1500.307,AV,4,146.97,132.863,139105.848,112.881,71.723,88448.594,37.625,7.05,16177.847,17.64,7.05,12554.862,55.501,80.838,10.85088488,0.35509277
101,1198,1198M,M,5,PI120923,juncea,hybrid,6.89E-05,0.000137839,2,0.001399,12172086,133.4368107,5.601124319,160,356,103,94100.69903,0.184173982,10,4288,728,0.00137363,NA,0.00137363,95380.13631,131.0170166,0.177554786,22.96701461,4.484692581,4/20/14,2067.6,2405.1,0.79,124.3,IRGA_5,20-Apr-14,20.418675,0.24327584,501.7019043,1055.622681,832.5480957,553.9207764,0.524733682,1.374096,400.2698,1502.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.867,59.563,9.433433355,0.3207321
102,1210,1210M,M,5,CGN03976,carinata,hybrid,0.000164094,0.000187067,1.14,0.001399,5800222,131.3783773,11.57294391,216,636,217,22583.36866,0.044200192,10,4288,728,0.00137363,NA,0.00137363,93908.77575,128.9959116,0.042611641,10.94420327,19.8278481,4/17/14,2505.9,602.8,0.31,72.2,IRGA_4,16-Apr-14,27.32857,0.42833757,301.4719238,602.411377,412.3991699,300.9394531,0.499558051,1.349583,400.7666,1499.982,Aven Nelson,5,216.138,182.616,187521.19,100.529,85.529,98875.078,60.847,15.971,31413.983,39.771,10.582,26741.973,54,48.833,6.645329589,0.747922438
103,1219,1219M,M,5,CGN06897,napus,hybrid,4.59E-05,0.000121429,2.642857143,0.0029784,5020070,178.0565219,3.998361585,136,281,82,44683.68293,0.396382989,NA,NA,NA,NA,NA,0.0029784,59782.60874,178.0565219,0.396382989,44.53237109,1.841357152,4/20/14,NA,NA,0.83,365.6,Berry,20-Apr-14,20.051832,0.1981254,NA,NA,NA,4.328125,NA,1.28868,398.8659,1502.396,AV,4,204.586,138.742,189343.181,164.609,96.414,124852.639,62.316,11.758,23307.174,28.22,15.29,16474.125,114.984,61.237,5.710776979,0.314507659
104,1222,1222M,M,5,CGN14070,oleracea,parent,7.88E-05,0.000150966,1.916666667,0.001399,11770467,132.1825651,5.737795328,155,314,85,110338.9529,0.215955509,10,4288,728,0.00137363,NA,0.00137363,94483.60625,129.7855161,0.208194088,22.20921603,3.827240002,4/15/14,1163.3,709.9,0.06,65.4,Berry,15-Apr-14,27.423702,0.34470984,509.1691895,989.3776245,672.5231323,480.2084351,0.485364155,1.321229,400.1766,1499.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.372,27.55,5.36475718,0.40324159
105,1231,1231M,M,5,Ames 2795 ,rapa,parent,0.000124711,0.000167376,1.342105263,0.001399,6856542,128.561406,9.580100028,201,545,178,32310.83708,0.063238803,10,3216,348,0.0028736,NA,0.0028736,91895.21513,264.0700902,0.266809224,56.61842324,3.143853004,4/18/14,2017,956.2,0.17,103.4,IRGA_3,17-Apr-14,22.694579,0.45830498,396.1630859,795.6689453,563.7729492,399.5058594,0.502100606,1.512579,399.8998,1499.626,Aven Nelson,3,129.633,118.166,121092.012,95.275,68.789,82652.906,22.046,5.646,16300.713,25.588,6.173,16040.984,48.848,50.772,7.264418871,0.472417795
106,1232,1232M,M,5,CGN14113,napus,hybrid,8.86E-05,0.000164094,1.851851852,0.001399,11994853,210.0692834,8.948128149,318,795,247,40952.73279,0.08015273,10,4288,728,0.00137363,NA,0.00137363,150156.743,206.2598069,0.077272048,22.63260086,10.9134607,4/15/14,1346.4,495.7,0.15,49.2,IRGA_5,14-Apr-14,22.062624,0.27820993,430.0461426,762.9482422,562.838623,332.9020996,0.436336413,1.366189,401.2618,1500.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.992,36.892,6.851617532,0.589268293
107,1249,1249M,M,5,CGN07230,napus,hybrid,9.19E-05,0.000167376,1.821428571,0.001399,6856542,98.14921448,7.313853526,163,308,79,60537.75949,0.118484563,10,3216,348,0.0028736,NA,0.0028736,70156.6937,201.602275,0.499895208,56.61842324,1.395305547,4/20/14,3555.7,2515.7,0.28,178.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.028,68.548,8.133547271,0.398585859
1,31,31T,T,1,PI 257240,juncea,hybrid,7.62E-05,0.000124654,1.636363636,0.0029784,5003258,169.6711132,3.822865023,152,272,69,49564,0.43967563,NA,NA,NA,NA,NA,0.0029784,56967.20158,169.6711132,0.43967563,44.38323408,1.554641103,4/20/14,4830,5933.1,0.4,NA,IRGA_5,20-Apr-14,20.130909,0.24442247,531.2636719,1127.6521,874.4997559,596.3884277,0.528876262,1.415317,399.7892,1500.643,Microscopy Core,2,206.94,174.019,184892.018,110.548,94.07,98813.645,45.991,9.479,25640.069,27.145,3.527,19098.632,85.721,51.667,5.580455264,0.19705977
2,72,72T,T,1,CGN17374,napus,hybrid,0.000103878,0.000166205,1.6,0.001399,11865220,163.2296668,7.028908176,164,508,176,57135.27273,0.111825213,10,4288,728,0.00137363,NA,0.00137363,116675.9591,160.2695977,0.107806225,22.38800162,7.86135373,4/14/14,1736.6,821.2,0.14,117.2,IRGA_3,13-Apr-14,20.016449,0.37156849,345.6181641,682.6242676,533.8911133,337.0061035,0.493691947,1.550244,400.5237,1498.228,AV,3,141.093,106.996,121689.234,89.359,41.152,59147.436,34.392,9.406,20818.753,21.164,8.377,20216.866,45.49,51.712,7.667139522,0.388139932
3,101,101T,T,1,CGN07129,oleracea,parent,0.000214681,0.000249307,1.161290323,0.0029784,4948810,321.5221586,7.32392827,345,993,342,12179.84795,0.108045806,16,3216,834,0.00119904,NA,0.00119904,107951.3022,129.4379294,0.01751093,7.114888903,NA,4/20/14,1437.9,224.2,0.2,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,3,96.411,77.852,86050.378,86.131,65.238,77372.01,32.341,12.283,19646.862,23.197,5.291,14628.805,37.153,37.338,6.125677203,NA
4,113,113T,T,1,CGN06619,nigra,parent,0.000103878,0.000221607,2.133333333,0.0029784,4904597,247.3601493,5.685391289,261,565,160,24143.7375,0.214175874,NA,NA,NA,NA,NA,0.0029784,83051.35284,247.3601493,0.214175874,43.50802552,3.677482444,4/20/14,1041.8,671.1,0.11,74.3,Berry,20-Apr-14,28.086455,0.39059258,NA,NA,NA,3.820800781,NA,1.407273,399.9086,1499.437,Aven Nelson,3,138.459,97.038,120276.277,54.738,25.634,42859.165,44.982,14.109,26622.217,31.746,7.11,19460.23,29.943,48.124,8.794558922,0.403001346
5,140,140T,T,1,PI 470241,juncea,hybrid,8.31E-05,0.000228532,2.75,0.0029784,5021358,203.6346128,4.571559399,224,367,89,42297.47191,0.375215229,NA,NA,NA,NA,NA,0.0029784,68370.47165,203.6346128,0.375215229,44.54379677,1.998033541,4/27/14,1623,1693.6,0.69,132.9,IRGA_5,26-Apr-14,16.445665,0.20232433,529.1611328,1186.270264,976.0965576,657.1091309,0.553928688,1.447135,399.985,1501.792,AV,3,213.992,165.785,173355.854,99.647,38.801,53914.753,39.242,8.524,22831.263,35.273,8.23,22123.619,38.576,48.462,7.802660966,0.290263356
6,143,143T,T,1,PI 173857,juncea,hybrid,0.000103878,0.000138504,1.333333333,0.0029784,4979975,229.7099879,5.199800363,257,502,140,27910.34286,0.247588927,NA,NA,NA,NA,NA,0.0029784,77125.29812,229.7099879,0.247588927,44.1766937,3.169091851,4/20/14,1735.8,1025.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,2,134.924,92.894,127181.645,84.689,57.613,67418.325,48.207,10.582,23561.459,37.643,11.758,23507.803,41.26,54.819,8.534272329,NA
7,157,157T,T,1,CGN06620,nigra,parent,9.00E-05,0.000228532,2.538461538,0.0029784,4865744,240.260831,5.566313628,241,558,168,24436.71429,0.216774832,NA,NA,NA,NA,NA,0.0029784,80667.75146,240.260831,0.216774832,43.16336574,3.892189525,4/20/14,1797.7,2417,0.72,169.1,IRGA_5,20-Apr-14,20.528558,0.28745058,484.1018066,979.3497314,740.9130859,495.2479248,0.505690571,1.395048,398.8435,1498.911,Aven Nelson,2,146.451,76.72,115236.447,61.728,13.257,43655.459,57.489,12.346,30498.711,44.233,12.346,NA,54.374,45.433,6.161348488,0.321549379
8,184,184T,T,1,CGN14031,oleracea,parent,9.70E-05,0.000193906,2,0.0029784,4998039,210.2050325,4.741081513,212,451,124,30415.75,0.26981406,NA,NA,NA,NA,NA,0.0029784,70576.49493,210.2050325,0.26981406,44.33693703,2.796765142,4/20/14,3862.7,1525,0.16,111.9,IRGA_5,20-Apr-14,21.54475,0.27720486,590.3349609,1067.908325,831.4963379,477.5733643,0.447204458,1.496128,399.4467,1500.595,Aven Nelson,3,130.517,107.517,118139.345,83.513,68.357,72993.944,30.661,9.479,21433.859,16.503,9.74,14563.484,80.796,54.116,6.020475007,0.722037534
9,191,191T,T,1,CGN03969,carinata,hybrid,0.000124654,0.000207756,1.666666667,0.0029784,4927155,213.5960357,4.886871472,252,375,88,40234.02273,0.356910647,NA,NA,NA,NA,NA,0.0029784,71715.02677,213.5960357,0.356910647,43.70813453,2.013355202,4/20/14,2820.6,3626.1,0.42,203.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,3,248.101,177.547,221846.626,110.548,75.287,92358.525,59.976,11.758,29977.698,40.046,8.479,19317.924,48.943,64.532,9.224223814,0.240270005
10,196,196T,T,1,CGN06627,nigra,parent,8.31E-05,0.000214681,2.583333333,0.001399,11889011,140.7762948,6.049902459,181,363,101,87574.08911,0.171400095,10,4288,728,0.00137363,NA,0.00137363,100626.3723,138.2234037,0.165239991,22.43289189,4.502317423,4/20/14,745.8,387.6,0.16,33.9,Berry,20-Apr-14,15.518111,0.1322506,NA,NA,NA,3.534667969,NA,1.517964,399.6737,1502.033,AV,3,242.21,193.122,211069.43,128.16,69.371,100572.648,41.446,6.614,21118.919,12.79,7.94,18376.99,15.244,36.507,9.35032434,0.449675516
11,198,198T,T,1,PI120923,juncea,hybrid,9.85E-05,0.00015753,1.6,0.001399,12187980,191.0688365,8.009818906,385,710,177,52766.33898,0.103274331,10,4288,728,0.00137363,NA,0.00137363,136575.2942,187.6039213,0.099562661,22.99700435,7.69665463,4/15/14,646.7,470.3,0.1,38.5,IRGA_4,14-Apr-14,23.994796,0.34059584,327.5712891,676.4587402,470.2385254,348.8874512,0.5157557,1.41312,399.7924,1499.491,Aven Nelson,3,145.527,129.705,141053.815,92.609,47.619,20158.544,29.995,8.862,20158.544,19.036,11.464,19018.536,15.29,35.504,9.079742709,0.397142857
12,208,208T,T,1,CGN03952,carinata,hybrid,0.000145429,0.000214681,1.476190476,0.001399,12189440,192.0195208,8.048708497,397,687,159,53679.45912,0.105061491,10,4288,728,0.00137363,NA,0.00137363,137254.8398,188.5373656,0.101285591,22.99975916,6.913115867,4/15/14,1648.8,1044.2,0.13,100.3,Berry,14-Apr-14,24.00901,0.22994752,593.9614258,1185.255005,805.4613647,591.2935791,0.498874568,1.689994,400.1991,1500.496,Aven Nelson,3,147.396,125.224,138498.518,66.19,46.746,58719.738,40.574,11.464,22095.624,23.08,10.054,22066.851,42.399,49.769,7.643303551,0.422721834
13,210,210T,T,1,CGN03976,carinata,hybrid,0.000124654,0.000166205,1.333333333,0.001399,6801422,147.6956856,11.09513673,280,684,213,24400.74648,0.047757165,16,4288,728,0.00137363,NA,0.00137363,105572.3271,145.0173157,0.046040777,12.83332688,16.59741095,4/16/14,1389.4,357.1,0.36,92.3,IRGA_4,15-Apr-14,20.667623,0.27459552,358.5820313,715.3574219,512.5212402,356.7753906,0.498737246,1.625466,400.8623,1501.165,Microscopy Core,4,134.283,107.343,102682.412,82.883,65.79,64772.34,32.445,10.811,21058.355,23.441,5.405,11370.019,33.244,36.47,6.325270845,0.360173348
14,219,219T,T,1,CGN06897,napus,hybrid,0.00017313,0.000263158,1.52,0.001399,12176600,133.6585408,5.608351783,140,286,84,112404.5714,0.21999834,10,4288,728,0.00137363,NA,0.00137363,95538.62819,131.2347258,0.21209162,22.97553189,3.656063346,4/13/14,2737.6,894.7,0.2,76.4,IRGA_4,12-Apr-14,21.554725,0.32122031,335.1577148,632.2646484,470.1743164,297.1069336,0.469909134,1.623688,399.0607,1500.524,AV,4,153.439,89.359,121105.232,112.881,88.183,94100.42,30.57,6.173,18407.317,18.519,4.262,15058.836,51.887,40.146,5.573307426,0.679149215
15,222,222T,T,1,CGN14070,oleracea,parent,0.000166205,0.000290859,1.75,0.001399,10037346,151.9864017,7.736604732,185,511,169,48588.18935,0.095096853,10,4288,728,0.00137363,NA,0.00137363,108639.315,149.2302223,0.091679081,18.93906042,8.923357139,NA,1082.1,637.7,0.15,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,3,141.093,125.224,132926.01,79.385,61.754,72942.62,37.548,12.377,25559.973,20.282,9.498,14292.091,NA,NA,NA,NA
16,232,232T,T,1,CGN14113,napus,hybrid,6.93E-05,0.000166205,2.4,0.001399,12199360,154.2725245,6.461243523,288,465,96,84981.72917,0.166326325,10,4288,728,0.00137363,NA,0.00137363,110273.4271,151.4748876,0.160348573,23.01847681,4.170562666,4/17/14,1500.7,707.7,0.1,78.1,IRGA_3,17-Apr-14,23.298335,0.34857849,376.3334961,746.6560059,522.8769531,370.3225098,0.495974728,1.526847,400.0738,1499.191,Aven Nelson,2,188.569,151.789,170426.515,104.651,65.844,76270.883,36.449,8.314,20703.663,24.719,7.055,15609.399,31.537,37.353,6.651434195,0.403802817
17,249,249T,T,1,CGN07230,napus,hybrid,7.62E-05,0.00017313,2.272727273,0.001399,11629585,116.2528855,5.107449664,160,274,61,127854.0492,0.250236073,10,4288,728,0.00137363,NA,0.00137363,83097.13048,114.1447113,0.241242612,21.94339151,2.77988022,4/20/14,3161.1,2941.5,0.2,200,Berry,20-Apr-14,28.364982,0.38085596,NA,NA,NA,4.503417969,NA,1.406488,400.1411,1500.334,Aven Nelson,2,140.281,112.118,130049.551,76.725,62.616,72036.679,33.521,7.937,21024.825,15.095,5.291,14899.421,68.743,71.899,8.67178715,0.343715
18,281,281T,T,2,PI 257240,juncea,hybrid,5.54E-05,0.000180055,3.25,0.001399,12125158,120.0661047,5.059383332,162,242,50,111490.56,0.218209436,10,4288,728,0.00137363,NA,0.00137363,85822.80538,117.8887801,0.210367009,22.87846807,2.185461013,4/17/14,5023.7,5465.6,0.24,NA,IRGA_3,17-Apr-14,12.05909,0.14814845,474.6503906,820.0483398,646.4799805,345.3979492,0.421192182,1.542012,399.7456,1501.692,AV,3,222.222,176.367,186078.684,122.281,73.486,92412.96,32.334,6.173,21770.574,24.25,4.409,20982.055,93.98,56.058,5.782556421,0.204794073
19,346,346T,T,2,PI 633094,juncea,hybrid,0.000117729,0.000242382,2.058823529,0.001399,12185135,135.437609,5.679021383,147,337,103,88029.1068,0.172290656,10,4288,728,0.00137363,NA,0.00137363,96810.29947,132.9815317,0.166098546,22.99163623,4.479889946,4/20/14,3450.4,4496.4,0.38,306.8,IRGA_5,20-Apr-14,28.247224,0.35830475,496.3903809,1048.054565,712.3901367,551.6641846,0.526369717,1.528287,400.508,1501.516,Aven Nelson,3,155.203,125.858,142490.878,90.657,61.152,77641.848,42.475,8.23,20902.737,34.098,6.332,17775.103,72.095,74.452,8.768469498,0.234990222
20,351,351T,T,2,CGN07129,oleracea,parent,0.000180055,0.000290859,1.615384615,0.001399,12169444,254.6540193,10.69164105,NA,1013,263,36609.36502,0.071651886,10,4288,728,0.00137363,NA,0.00137363,NA,250.0360261,0.069076724,22.96202952,11.4536914,4/16/14,742.1,88.9,0.17,12.1,IRGA_4,15-Apr-14,16.839932,0.22471183,323.4377441,597.1523438,443.8171387,273.7145996,0.458366449,1.663715,400.3544,1498.917,Aven Nelson,3,95.254,73.198,88276.737,93.512,64.591,71239.607,28.232,7.985,18649.938,19.42,7.055,13009.776,21.277,26.088,5.655689898,NA
21,356,356T,T,2,CGN06813,rapa,parent,3.94E-05,9.19E-05,2.333333333,0.0029784,5021358,142.170283,3.191696561,123,176,39,73735.46154,NA,NA,NA,NA,NA,NA,0.0029784,47733.77752,142.170283,0.65409744,44.54379677,0.875542788,4/27/14,NA,NA,NA,NA,IRGA_5,26-Apr-14,13.854613,0.10147614,596.5883789,1210.155151,994.7047119,613.5667725,0.507014966,1.627736,400.4461,1501.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.885,64.387,6.410396479,0.217565236
22,363,363T,T,2,CGN06619,nigra,parent,8.31E-05,0.00015928,1.916666667,0.001399,12190825,157.5171586,6.601754089,248,477,119,79558.31092,0.155711606,10,4288,728,0.00137363,NA,0.00137363,112592.6795,154.6606823,0.150115345,23.00237246,5.173379406,4/21/14,1321.6,1969.7,0.51,122.4,IRGA_4,20-Apr-14,17.548777,0.2041702,333.923584,658.4787598,521.8261719,324.5551758,0.492886325,1.432876,399.4184,1499.645,Aven Nelson,2,106.793,74.074,92632.252,82.011,49.383,58888.485,26.587,8.818,15771.924,22.046,7.985,16807.729,36.192,43.548,7.23872241,0.295686275
23,393,393T,T,2,PI 173857,juncea,hybrid,0.000166205,0.000242382,1.458333333,0.001399,10364335,161.3012128,7.951714194,357,590,128,60521.91406,0.118453551,10,4288,728,0.00137363,NA,0.00137363,115297.5074,158.3761151,0.114196341,19.55604268,6.545291504,4/21/14,402.5,378.8,0.08,27.3,IRGA_4,20-Apr-14,17.689356,0.20072634,310.3977051,570.4345703,442.4025879,260.0368652,0.455857479,1.510519,399.1794,1500.736,Aven Nelson,3,133.3,104.882,122113.82,76.426,47.163,68192.069,27.043,10.582,28441.098,35.449,9.479,18439.2,10.661,28.901,8.851439358,0.390512821
24,407,407T,T,2,CGN06620,nigra,parent,0.000110803,0.000152355,1.375,0.0029784,3871834,179.0298718,5.212459218,165,405,130,25460.24219,0.225854425,NA,NA,NA,NA,NA,0.0029784,60109.40978,179.0298718,0.225854425,34.34652493,3.784953507,4/18/14,1217.3,1796.4,0.47,153.1,IRGA_4,18-Apr-14,23.63184,0.32807046,266.2941895,554.5544434,408.5290527,288.2602539,0.519805147,1.419601,399.6469,1502.174,Aven Nelson,2,112.899,70.586,95388.179,72.936,47.031,55670.645,27.043,14.109,23540.463,22.371,9.406,18773.582,39.12,37.376,5.975763455,0.255519268
25,416,416T,T,2,CGN06709 ,rapa,parent,0.000145429,0.000263158,1.80952381,0.0029784,3355896,175.4059514,5.892095601,92,480,201,14620.88557,0.129699925,NA,NA,NA,NA,NA,0.0029784,58892.67776,175.4059514,0.129699925,29.76970561,6.751830289,4/17/14,1249.5,1395.3,0.18,142.8,Berry,17-Apr-14,17.029926,0.16342976,575.2314453,1139.394531,780.6353149,564.1630859,0.495142877,1.596744,399.9412,1500.93,Aven Nelson,2,180.914,131.708,156241.738,101.451,83.489,87911.25,49.397,9.479,25098.059,24.719,10.84,18419.759,31.757,43.013,7.632731751,0.222387955
26,434,434T,T,2,CGN14031,oleracea,parent,NA,NA,1.371428571,0.0029784,5031722,271.6687798,6.086351739,310,735,225,18626.61333,0.165234201,NA,NA,NA,NA,NA,0.0029784,91212.9935,271.6687798,0.165234201,44.63573443,5.040804254,4/21/14,1818.9,390.7,0.21,43.3,IRGA_4,20-Apr-14,17.531111,0.28726649,347.6303711,597.4335938,461.2102051,249.8032227,0.418127178,1.488983,400.1677,1500.693,Aven Nelson,3,108.498,85.542,92377.996,101.415,74.158,86720.679,23.81,14.219,19479.671,27.563,7.937,15319.342,42.035,46.638,7.193403008,0.970785219
27,441,441T,T,2,CGN03969,carinata,hybrid,4.92E-05,9.52E-05,1.933333333,0.0029784,5031722,229.578405,5.143376891,227,529,154,26468.51299,0.234798647,NA,NA,NA,NA,NA,0.0029784,77081.11905,229.578405,0.234798647,44.63573443,3.450150467,4/17/14,1866.5,1752.5,0.2,163.1,IRGA_5,17-Apr-14,34.651833,NA,551.2026367,1274.249756,781.578125,723.0471191,0.567429671,1.470722,400.6792,1498.031,AV,2,161.082,121.105,135033.392,164.609,NA,NA,38.801,6.173,25650.955,27.337,7.055,19363.026,37.856,49.793,8.092839578,0.232103004
28,448,448T,T,2,PI120923,juncea,hybrid,0.000108302,0.00015753,1.454545455,0.0029784,5031722,234.0597697,5.243775478,182,526,177,22731.33333,0.201646625,NA,NA,NA,NA,NA,0.0029784,78585.74055,234.0597697,0.201646625,44.63573443,3.96543268,4/16/14,1773.1,1182.6,0.2,96.4,IRGA_3,15-Apr-14,23.937714,0.38681353,385.1777344,760.8508301,522.03125,375.6730957,0.493753941,1.327619,399.8108,1497.912,Aven Nelson,2,185.54,141.49,156429.147,100.003,56.437,82440.612,43.504,10.582,25080.951,22.463,9.479,18624.386,35.638,51.863,8.687623133,0.369688797
29,458,458T,T,2,CGN03952,carinata,hybrid,0.000101738,0.000164094,1.612903226,0.0029784,5014900,252.6069431,5.678282031,286,570,154,23798.44805,0.211112857,NA,NA,NA,NA,NA,0.0029784,84812.96772,252.6069431,0.211112857,44.48650871,3.461723665,4/15/14,2099.5,1014.2,0.1,103.3,IRGA_4,14-Apr-14,27.754404,0.37404878,315.7282715,637.0732422,447.286377,321.3449707,0.504408205,1.397178,399.717,1498.35,Microscopy Core,3,140.057,116.342,123298.352,91.062,60.468,74942.781,28.885,9.91,22091.551,22.684,6.861,14922.49,51.241,54.013,7.545525676,0.496040658
30,460,460T,T,2,CGN03976,carinata,hybrid,0.000144402,0.000200194,1.386363636,0.0029784,4986674,299.1497995,6.762568734,435,712,168,21923.66667,0.194481922,NA,NA,NA,NA,NA,0.0029784,100439.7662,299.1497995,0.194481922,44.23611963,3.797801466,4/21/14,3172.5,1164.1,0.3,101.9,IRGA_4,20-Apr-14,25.052798,0.4806548,365.8410645,732.8344727,524.0966797,366.9934082,0.500786224,1.408762,400.8618,1501.459,Aven Nelson,4,145.599,118.169,132852.913,79.443,65.262,75518.914,42.337,9.859,20247.194,31.746,10.582,19191.947,57.124,78.773,10.42240824,0.560588813
31,472,472T,T,2,CGN14070,oleracea,parent,9.19E-05,0.000147684,1.607142857,0.0029784,5014900,194.5537685,4.373320679,220,346,78,41002.89744,0.363731232,NA,NA,NA,NA,NA,0.0029784,65321.57147,194.5537685,0.363731232,44.48650871,1.753340558,4/23/14,3425.1,2654.5,0.3,193.9,IRGA_4,21-Apr-14,30.376813,0.6046541,350.2277832,707.692627,507.6101074,357.4648438,0.505113138,1.391353,400.9629,1500.098,Aven Nelson,3,176.383,140.041,156385.6,121.157,92.953,106604.736,31.746,14.109,25426.22,30.593,10.84,16536.336,58.196,47.496,6.226019382,0.30013409
32,482,482T,T,2,CGN14113,napus,hybrid,5.58E-05,0.000101738,1.823529412,0.001399,6865104,86.26838835,6.420504208,129,235,54,92268.22222,0.180587457,10,3216,348,0.0028736,NA,0.0028736,61664.32333,177.1985995,NA,56.68912462,0.952563659,4/21/14,4057.3,2839.4,0.48,217,IRGA_4,21-Apr-14,28.767699,0.53611112,297.2600098,592.8571777,415.5895996,295.597168,0.498597603,1.44638,399.4364,1500.069,Aven Nelson,3,174.189,105.758,165868.817,100.314,58.322,82194.103,33.438,7.776,19841.27,24.884,6.999,17310.857,73.807,56.446,6.570287821,0.340124424
33,499,499T,T,2,CGN07230,napus,hybrid,0.000114866,0.000114866,1,0.001399,12087364,190.1918239,8.039421771,321,718,203,49897.42857,0.097659297,10,4288,728,0.00137363,NA,0.00137363,135948.4088,186.7428128,0.094149431,22.80715611,8.900715155,4/21/14,1576,813.6,0.12,55.1,IRGA_4,20-Apr-14,23.025732,0.33634392,306.5063477,598.059082,426.7138672,291.5527344,0.487498214,1.534928,399.7891,1499.46,Aven Nelson,3,151.686,133.157,141690.695,84.73,66.161,74709.399,33.51,10.582,18010.725,21.237,8.818,16500.565,31.264,41.348,7.394898827,0.567404719
35,524,524T,T,3,PI 459016 ,rapa,parent,8.53E-05,0.000124711,1.461538462,0.001399,8421249,138.8792783,8.42607874,301,509,115,56143.96522,0.109885025,10,4288,728,0.00137363,NA,0.00137363,99270.39193,136.3607885,0.105935767,15.88971264,7.237387019,4/26/14,352.8,447.1,0.14,25.9,IRGA_5,23-Apr-14,24.749386,0.35656902,498.5859375,983.2764893,723.9902344,484.6905518,0.492934141,1.451281,399.6634,1501.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.166,21.4,7.48874574,0.315289575
