Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,px_obs,end_points,branch_points,areole_num,areole_pix,skel_length_new_mm,area_obs_mmsq,vein_dens_mm2,Date.Created,Lf3_wetMg,Lf4_wetMg,dry_shootsG,Lf4_dryMg,Photo,Cond,Fo,Fm,Fs,Fv,FvFm,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,SLA,Lf3_dryMg_pred,LMA
851,851B,B,4,CGN07129,oleracea,parent,0.000187067,0.00026255,1.403508772,6616525,303,911,312,17632.5609,339.0027781,54.6364644,5.710471998,4/20/14,1830.8,549.2,0.24,63.5,24.405454,0.41687814,501.6030273,929.2022705,665.1804199,427.5992432,0.460178862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.174,39.402,5.996628204,0.679905512,135.0387706,3.127779928
853,853B,B,4,PI 459018 ,rapa,parent,0.000137839,0.000147684,1.071428571,4406826,171,482,160,22130.6125,195.3440685,36.38970484,4.396847973,4/23/14,565.3,714.6,0.22,57.1,29.5358,0.74489881,524.2109375,1184.364868,839.800293,660.1539307,0.557390673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.32,30.298,8.006495286,0.250788091,59.53705986,4.157615912
856,856B,B,4,CGN06813,rapa,parent,8.53E-05,0.000177221,2.076923077,5010994,165,433,141,25775.50355,212.0302685,44.45185911,3.17197082,4/21/14,NA,4714.5,0.66,329.5,10.93269,0.06228375,326.9675293,563.0273438,452.0908203,236.0598145,0.4301535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.39,63.134,6.00894791,0.335022762,NA,NA
863,863B,B,4,CGN06619,nigra,parent,9.19E-05,0.000173939,1.892857143,4506983,235,434,118,27084.70339,197.5934623,37.21675898,3.170614616,4/14/14,704.7,806.7,0.09,62.6,25.271156,0.65670727,358.3525391,792.8662109,612.7011719,434.5136719,0.548028994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.624,33.558,7.389407545,0.329456869,67.85388205,3.290044707
890,890B,B,4,PI 470241,juncea,hybrid,0.000147684,0.000164094,1.111111111,5009080,266,636,195,18159.73846,254.9859781,44.43488027,4.388444367,4/20/14,872.7,735.9,NA,41,29.483756,0.69525155,496.6518555,1056.986328,749.9169922,560.3344727,0.530124617,3,246.259,174.019,218339.508,67.061,55.274,65298.502,45.855,14.109,25955.009,18.812,10.582,18972.655,20.009,31.389,7.017215079,0.48802439,77.877025,3.892099805
893,893B,B,4,PI 173857,juncea,hybrid,7.88E-05,0.000167376,2.125,3491229,134,357,115,23575.92174,165.1710221,30.97022659,3.71324374,4/16/14,1506.8,1017.6,0.17,74.2,28.965935,0.54745952,428.4477539,943.3221436,616.3088379,514.8743896,0.545809714,2,204.815,146.387,169846.402,113.842,68.783,88817.191,65.309,9.7,33131.771,25.815,8.993,15942.225,35.4,53.228,8.946198233,0.477088949,115.7084235,3.268599534
907,907B,B,4,CGN06620,nigra,parent,9.85E-05,0.000134557,1.366666667,5016176,337,899,285,14515.49474,301.4024602,44.49782794,6.404807003,4/13/14,1048.1,1045.9,0.26,84.8,27.417364,0.49767404,NA,NA,NA,NA,NA,3,109.347,82.305,96806.578,61.141,24.691,45988.354,37.625,9.406,16902.6,19.988,5.879,15899.455,34.023,44.271,7.589847143,0.401214623,88.34166354,2.596527747
913,913B,B,4,CGN07143 ,rapa,parent,0.000108302,0.000180503,1.666666667,4418368,242,676,226,15624.85841,259.9887079,39.19475294,5.766077932,4/11/14,1268.5,678.3,0.23,71.3,NA,0.03947212,519.2944336,824.8590698,712.1269531,305.5646362,0.370444658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.168,32.947,5.998499351,0.423113604,101.4910725,3.364196251
916,916B,B,4,CGN06709 ,rapa,parent,8.20E-05,0.00015753,1.92,5012268,214,500,155,25375.95484,230.1930255,44.46316059,3.486031986,4/12/14,1125.6,1156.9,0.3,99.7,21.947942,0.3433979,487.7287598,953.6000977,698.4916992,465.8713379,0.488539524,2,149.072,111.115,130950.826,113.76,78.503,93829.027,30.877,8.862,21604.938,26.47,7.937,18391.765,28.947,40.777,7.579027635,0.290341023,92.96543484,3.211574078
934,934B,B,4,CGN14031,oleracea,parent,0.000131275,0.000196912,1.5,5031473,333,1395,546,8002.520147,374.7826282,44.63352558,12.23295702,4/17/14,1371.9,262.1,0.25,40,16.434089,0.15236736,559.1647949,1007.395447,766.9176025,448.2306519,0.444940121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.324,32.022,5.547149751,0.8331,107.6600784,3.230706948
946,946B,B,4,CGN06627,nigra,parent,0.000150966,0.000226449,1.5,5026540,356,1115,400,10386.6175,354.9461494,44.5897656,8.970668373,4/21/14,1626.6,1283.4,0.28,98.4,29.582212,0.45498393,349.7102051,800.2700195,514.052002,450.5598145,0.563009739,3,135.215,102.293,118457.397,132.863,84.656,100897.698,38.801,11.758,22885.697,33.51,NA,13579.78,40.771,72.175,11.30345242,0.414339431,122.855879,3.013315322
948,948B,B,4,PI120923,juncea,hybrid,0.000118147,0.000144402,1.222222222,5006924,321,985,350,11833.04571,325.4322325,44.41575468,7.880086751,4/17/14,2612.7,2023.6,0.35,138.5,23.938899,0.30388314,538.6828613,1051.375854,744.4862671,512.6929932,0.487640068,4,190.476,138.742,167799.676,81.129,54.086,72667.339,31.746,12.93,18078.379,24.691,9.41,15762.592,47.002,58.7,8.562092831,0.339364621,181.6881485,3.865540795
958,958B,B,4,CGN03952,carinata,hybrid,9.85E-05,0.00015753,1.6,5021358,321,735,224,17635.44643,280.6318329,44.54379677,5.028758576,4/17/14,2744.8,1889.6,0.15,177.5,NA,NA,NA,NA,NA,NA,NA,4,192.828,122.281,160325.081,108.172,102.293,96642.498,50.558,9.406,25587.19,31.746,8.23,13226.736,60.386,57.559,7.407047143,0.340202817,189.5694412,3.139294559
960,960B,B,4,CGN03976,carinata,hybrid,0.000131275,0.00021004,1.6,5026540,449,1326,470,9030.280851,388.2639768,44.5897656,10.54053534,4/14/14,3656.9,958.6,0.13,115.8,NA,NA,NA,NA,NA,NA,NA,3,162.296,128.16,150805.315,78.812,67.019,68066.87,49.383,15.465,27350.08,34.179,12.934,26513.349,34.898,41.445,7.015713974,0.301364421,243.9867548,6.991425149
969,969B,B,4,CGN06897,napus,hybrid,5.91E-05,9.19E-05,1.555555556,5021358,346,476,99,31467.34343,229.2618462,44.54379959,2.222531551,4/15/14,3308.3,2243.9,0.3,179,21.677026,0.31914047,378.4099121,710.7189941,512.611084,332.309082,0.46756747,2,176.465,111.755,157202.89,147.203,105.925,122537.63,37.643,15.285,30574.919,46.096,10.647,23799.415,76.781,44.051,5.027231559,0.428944134,223.1887332,2.906822433
972,972B,B,4,CGN14070,oleracea,parent,8.86E-05,0.000137839,1.555555556,5023954,261,377,91,40495.28571,203.6268118,44.56682836,2.041877408,4/20/14,2996.8,2234.7,0.3,173.8,NA,NA,NA,NA,NA,NA,NA,5,191.652,165.785,177541.067,142.269,112.875,123669.861,39.976,7.05,22880.254,35.27,8.818,15532.413,56.299,43.979,5.861314294,0.323929804,204.6041557,3.634241384
982,982B,B,4,CGN14113,napus,hybrid,6.56E-05,0.000134557,2.05,5038848,166,441,141,29280.15603,213.5271258,44.69895106,3.154436439,4/20/14,3110.9,2646.8,0.31,184.4,32.344048,0.49954562,NA,NA,NA,6.302734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.723,48.179,6.083371943,0.340146421,211.4115402,3.370558491
999,999B,B,4,CGN07230,napus,hybrid,6.24E-05,0.000108302,1.736842105,12020752,156,330,93,96491.8172,129.5634366,22.68146863,4.100263591,4/20/14,3459.2,2539.3,0.26,173.6,26.190549,0.63392816,465.8984375,924.487915,667.4064941,458.5894775,0.496047022,4,219.871,181.07,199353.633,114.051,76.426,94225.619,51.73,9.41,19106.408,22.34,9.406,15449.984,71.998,67.336,7.935733922,0.414735023,232.1916634,3.224973797
1024,1024B,B,5,PI 459016 ,rapa,parent,0.000114866,0.000160812,1.4,10162144,178,414,125,65935.76,132.7863767,19.1745367,6.519062337,4/25/14,670.9,582.1,0.11,44.7,22.504176,0.31409493,329.0385742,660.5300293,487.2485352,331.4914551,0.499853004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.422,37.592,9.572493555,0.345011186,65.83732114,4.269052078
1032,1032B,B,5,PI 459020 ,rapa,parent,0.000134557,0.000193631,1.43902439,12141612,332,864,276,37328.65942,211.5327958,22.90951445,12.04739632,4/17/14,587.1,308.4,0.11,39.6,29.625432,0.41594663,532.3029785,1136.420654,726.9505615,604.1176758,0.531596881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.812,27.969,7.033695063,0.399292929,60.83768198,3.847564001
1059,1059B,B,5,CGN06710 ,rapa,parent,9.85E-05,0.000190349,1.933333333,12057578,290,628,178,56519.92135,181.1511502,22.75095411,7.8238477,4/11/14,895.6,604.3,0.06,69.9,22.828649,0.35014283,355.3864746,702.7446289,511.6821289,347.3581543,0.494287882,3,137.795,80.266,111938.511,86.532,62.61,74486.996,20.301,8.818,19853.712,30.864,7.272,16497.454,23.721,42.333,8.691856544,0.339356223,79.24327484,3.340638036
1072,1072B,B,5,CGN17374,napus,hybrid,0.000134557,0.000216604,1.609756098,12124363,478,1468,520,20173.45,276.3006538,22.87696802,22.73028487,4/14/14,1244.5,283.1,0.13,29.5,17.99885,0.37428544,353.9882813,652.4458008,520.6591797,298.4575195,0.457444157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.429,38.24,6.613878173,NA,100.0591949,2.993185406
1085,1085B,B,5,CGN07145,rapa,parent,0.000147684,0.000206758,1.4,12151384,266,541,148,61941.33108,165.4166254,22.92795284,6.455002809,4/20/14,4310.6,3714.8,0.51,218.3,29.035072,0.45501986,NA,NA,NA,3.540771484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.272,65.723,6.995292775,0.404360971,282.98752,3.205858257
1096,1096B,B,5,PI 633094,juncea,hybrid,9.19E-05,0.000193631,2.107142857,4999359,206,642,224,17927.36161,254.2029209,44.34864657,5.050886945,4/24/14,5375.4,4308.3,1.11,248.5,34.546173,0.56192411,306.6835938,723.5285645,452.7263184,416.8449707,0.57612787,3,170.488,131.687,154704.36,131.687,83.48,112806.348,56.437,9.406,21611.159,25.867,5.879,22614.304,91.892,NA,9.972740018,0.36978672,346.5151547,3.770895776
1101,1101B,B,5,CGN07129,oleracea,parent,0.000183785,0.000249422,1.357142857,5011783,466,1425,512,8178.808594,404.8766931,44.45885822,11.51626516,4/21/14,1833.6,633.3,0.28,51,19.28373,0.27964905,339.8969727,629.0698242,485.8010254,289.1728516,0.459683235,4,106.996,79.953,99954.431,94.062,56.437,70795.579,12.93,7.937,13739.195,11.758,4.409,12611.629,40.801,42.243,6.613317137,0.800019608,135.205823,3.313786991
1113,1113B,B,5,CGN06619,nigra,parent,5.25E-05,0.000131275,2.5,4956713,204,461,133,27785.52632,219.2795597,43.9703396,3.024766268,4/12/14,542.4,756.4,0.15,77.6,26.088011,0.42636715,269.2497559,542.4401855,371.9521484,273.1904297,0.503632358,3,123.485,107.674,118976.855,59.971,28.232,49530.466,30.915,10.582,20312.515,31.795,7.937,18967.212,18.007,32.495,7.657656108,0.232048969,58.17081001,3.230455379
1140,1140B,B,5,PI 470241,juncea,hybrid,9.85E-05,0.000187067,1.9,5022660,225,525,157,24322.76433,234.5664559,44.55534664,3.523707296,4/17/14,1447.6,1053.7,0.12,72,26.969667,0.44241413,544.7246094,1129.446533,794.1932983,584.7219238,0.517706599,3,181.07,144.621,165931.027,90.535,64.668,74300.365,37.625,8.23,19104.075,27.043,9.406,14598.478,33.736,43.947,7.566280537,0.468555556,112.1764588,3.32512624
1143,1143B,B,5,PI 173857,juncea,hybrid,0.000101738,0.000131275,1.290322581,5018780,208,552,184,21541.72283,239.7499756,44.52092767,4.132887826,4/13/14,1139.7,1166.3,0.2,92.8,29.83047,0.58628081,551.984375,1250.374268,862.9972534,698.3898926,0.558544678,4,165.785,134.039,147792.771,81.129,54.086,59131.883,45.855,7.643,15934.449,23.81,9.7,13171.524,29.347,43.805,8.086150657,0.316239224,93.80666291,3.196465155
1157,1157B,B,5,CGN06620,nigra,parent,6.24E-05,0.000177221,2.842105263,12074542,306,602,163,56433.25153,180.1300435,22.78296279,7.154468954,4/12/14,872.1,1225.5,0.15,113.4,25.399707,0.36990328,357.9401855,775.1230469,550.8918457,417.1828613,0.538215014,3,114.051,74.074,103564.974,79.953,54.086,61189.496,32.114,7.05,18456.308,23.516,5.879,14988.849,26.217,39.654,7.744537825,0.231190476,77.84122806,2.969112715
1163,1163B,B,5,CGN07143 ,rapa,parent,0.000111584,0.000173939,1.558823529,3881480,230,410,113,26526.93694,195.7142468,32.05161982,3.525562846,4/11/14,1510.9,966.3,0.21,80.7,12.888196,0.10580698,485.0905762,864.366333,676.6536255,379.2757568,0.438790525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.785,39.336,6.485669518,0.45582404,115.9530359,3.152182572
1166,1166B,B,5,CGN06709 ,rapa,parent,0.000101738,0.000229731,2.258064516,12199360,271,735,241,42722.69295,193.2238293,23.01847681,10.46985003,4/13/14,1653.8,1245.2,0.25,101.3,25.77205,0.2902236,518.1308594,977.7415771,693.5458984,459.6107178,0.47007382,3,138.459,102.297,118517.274,112.906,78.488,103887.691,39.722,6.173,27358.634,42.411,7.272,22795.492,39.376,47.021,7.493350772,0.388706811,124.4786736,3.161282852
1184,1184B,B,5,CGN14031,oleracea,parent,0.000147684,0.000216604,1.466666667,6402234,315,772,239,22322.22594,299.8032689,52.86693997,4.520783691,4/17/14,1608.6,223.6,0.27,38,20.36891,0.33729012,374.3852539,754.534668,580.0144043,380.1494141,0.43062369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.636,38.187,5.84826865,NA,121.7819708,2.85631792
1191,1191B,B,5,CGN03969,carinata,hybrid,0.000111584,0.000144402,1.294117647,5176151,202,624,214,21076.98598,243.7658427,42.74246524,5.006730398,4/20/14,3168.4,2814.8,0.35,190.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.831,72.837,9.338767686,0.319155299,214.8420802,3.5317861
1196,1196B,B,5,CGN06627,nigra,parent,8.86E-05,0.000131275,1.481481481,5020070,251,961,358,11820.4162,309.7242298,44.53237109,8.039095858,4/20/14,NA,1927.8,NA,156.3,24.835506,0.19523127,NA,NA,NA,4.90234375,NA,4,146.97,132.863,139105.848,112.881,71.723,88448.594,37.625,7.05,16177.847,17.64,7.05,12554.862,55.501,80.838,10.85088488,0.35509277,NA,NA
1198,1198B,B,5,PI120923,juncea,hybrid,6.89E-05,0.000137839,2,12163130,153,351,109,89737.95413,133.2431876,22.95011589,4.749431354,4/20/14,2067.6,2405.1,0.79,124.3,20.418675,0.24327584,501.7019043,1055.622681,832.5480957,553.9207764,0.524733682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.867,59.563,9.433433355,0.3207321,149.1666293,3.741606573
1208,1208B,B,5,CGN03952,carinata,hybrid,8.86E-05,0.000127993,1.444444444,6413253,325,776,235,22983.14468,300.2149144,52.95793021,4.437484605,4/15/14,3317.3,2394.3,0.3,201.5,27.325402,0.37630359,604.5129395,1239.46814,868.9136353,634.9552002,0.512280372,2,145.99,113.642,135230.907,110.002,61.321,81986.04,36.981,9.054,21779.888,18.041,7.263,14403.052,72.714,61.927,7.262247129,0.360863524,223.7256873,3.076789715
1210,1210B,B,5,CGN03976,carinata,hybrid,0.000164094,0.000187067,1.14,6727564,315,940,337,16739.46726,150.6481328,9.672198053,NA,4/17/14,2505.9,602.8,0.31,72.2,27.32857,0.42833757,301.4719238,602.411377,412.3991699,300.9394531,0.499558051,5,216.138,182.616,187521.19,100.529,85.529,98875.078,60.847,15.971,31413.983,39.771,10.582,26741.973,54,48.833,6.645329589,0.747922438,175.3162933,3.246598024
1219,1219B,B,5,CGN06897,napus,hybrid,4.59E-05,0.000121429,2.642857143,5018780,161,331,101,36849.19802,192.7581272,44.52092767,2.268596035,4/20/14,NA,NA,0.83,365.6,20.051832,0.1981254,NA,NA,NA,4.328125,NA,4,204.586,138.742,189343.181,164.609,96.414,124852.639,62.316,11.758,23307.174,28.22,15.29,16474.125,114.984,61.237,5.710776979,0.314507659,NA,NA
1222,1222B,B,5,CGN14070,oleracea,parent,7.88E-05,0.000150966,1.916666667,12003661,190,378,101,91308.84158,141.573437,22.64922031,4.459314652,4/15/14,1163.3,709.9,0.06,65.4,27.423702,0.34470984,509.1691895,989.3776245,672.5231323,480.2084351,0.485364155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.372,27.55,5.36475718,0.40324159,95.21467585,3.61044577
1231,1231B,B,5,Ames 2795 ,rapa,parent,0.000124711,0.000167376,1.342105263,5777275,211,697,260,18358.60385,273.7083732,47.70629293,5.450014747,4/18/14,2017,956.2,0.17,103.4,22.694579,0.45830498,396.1630859,795.6689453,563.7729492,399.5058594,0.502100606,3,129.633,118.166,121092.012,95.275,68.789,82652.906,22.046,5.646,16300.713,25.588,6.173,16040.984,48.848,50.772,7.264418871,0.472417795,146.1477541,2.991888185
1232,1232B,B,5,CGN14113,napus,hybrid,8.86E-05,0.000164094,1.851851852,3361992,127,407,143,20075.40559,77.38517379,6.34360613,22.54238316,4/15/14,1346.4,495.7,0.15,49.2,22.062624,0.27820993,430.0461426,762.9482422,562.838623,332.9020996,0.436336413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.992,36.892,6.851617532,0.589268293,106.1387084,3.660965385
31,31M,M,1,PI 257240,juncea,hybrid,7.62E-05,0.000124654,1.636363636,5021358,203,383,100,35412.23,202.7710366,44.54379677,2.244981507,4/20/14,4830,5933.1,0.4,NA,20.130909,0.24442247,531.2636719,1127.6521,874.4997559,596.3884277,0.528876262,2,206.94,174.019,184892.018,110.548,94.07,98813.645,45.991,9.479,25640.069,27.145,3.527,19098.632,85.721,51.667,5.580455264,0.19705977,313.975737,3.662763348
72,72M,M,1,CGN17374,napus,hybrid,0.000103878,0.000166205,1.6,10974303,228,690,239,39630.30508,178.705166,20.70696652,11.54200929,4/14/14,1736.6,821.2,0.14,117.2,20.016449,0.37156849,345.6181641,682.6242676,533.8911133,337.0061035,0.493691947,3,141.093,106.996,121689.234,89.359,41.152,59147.436,34.392,9.406,20818.753,21.164,8.377,20216.866,45.49,51.712,7.667139522,0.388139932,129.4186512,2.844991233
101,101M,M,1,CGN07129,oleracea,parent,0.000214681,0.000249307,1.161290323,6836178,255,700,239,23545.08368,126.9279389,9.828352066,NA,4/20/14,1437.9,224.2,0.2,28.3,NA,NA,NA,NA,NA,NA,NA,3,96.411,77.852,86050.378,86.131,65.238,77372.01,32.341,12.283,19646.862,23.197,5.291,14628.805,37.153,37.338,6.125677203,NA,111.5977417,3.003734332
113,113M,M,1,CGN06619,nigra,parent,0.000103878,0.000221607,2.133333333,5013606,284,689,214,18042.37383,272.8840829,44.47502981,4.811688737,4/20/14,1041.8,671.1,0.11,74.3,28.086455,0.39059258,NA,NA,NA,3.820800781,NA,3,138.459,97.038,120276.277,54.738,25.634,42859.165,44.982,14.109,26622.217,31.746,7.11,19460.23,29.943,48.124,8.794558922,0.403001346,87.96579568,2.937774962
140,140M,M,1,PI 470241,juncea,hybrid,8.31E-05,0.000228532,2.75,5026540,247,530,158,23315.1962,235.0386513,44.5897656,3.543414007,4/27/14,1623,1693.6,0.69,132.9,16.445665,0.20232433,529.1611328,1186.270264,976.0965576,657.1091309,0.553928688,3,213.992,165.785,173355.854,99.647,38.801,53914.753,39.242,8.524,22831.263,35.273,8.23,22123.619,38.576,48.462,7.802660966,0.290263356,122.6410974,3.179207211
143,143M,M,1,PI 173857,juncea,hybrid,0.000103878,0.000138504,1.333333333,5027838,238,640,215,18984.76279,256.9154762,44.60127998,4.820489459,4/20/14,1735.8,1025.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2,134.924,92.894,127181.645,84.689,57.613,67418.325,48.207,10.582,23561.459,37.643,11.758,23507.803,41.26,54.819,8.534272329,NA,129.3709219,3.135504652
157,157M,M,1,CGN06620,nigra,parent,9.00E-05,0.000228532,2.538461538,5020070,239,467,130,28161.36923,223.1731038,44.53237109,2.919224753,4/20/14,1797.7,2417,0.72,169.1,20.528558,0.28745058,484.1018066,979.3497314,740.9130859,495.2479248,0.505690571,2,146.451,76.72,115236.447,61.728,13.257,43655.459,57.489,12.346,30498.711,44.233,12.346,NA,54.374,45.433,6.161348488,0.321549379,133.0639728,2.447198529
184,184M,M,1,CGN14031,oleracea,parent,9.70E-05,0.000193906,2,4927024,187,531,178,23867.26966,224.605148,43.70697244,4.072576755,4/20/14,3862.7,1525,0.16,111.9,21.54475,0.27720486,590.3349609,1067.908325,831.4963379,477.5733643,0.447204458,3,130.517,107.517,118139.345,83.513,68.357,72993.944,30.661,9.479,21433.859,16.503,9.74,14563.484,80.796,54.116,6.020475007,0.722037534,256.265105,3.171754851
191,191M,M,1,CGN03969,carinata,hybrid,0.000124654,0.000207756,1.666666667,5008432,223,466,139,27128.02158,223.9400336,44.42913195,3.128577893,4/20/14,2820.6,3626.1,0.42,203.7,NA,NA,NA,NA,NA,NA,NA,3,248.101,177.547,221846.626,110.548,75.287,92358.525,59.976,11.758,29977.698,40.046,8.479,19317.924,48.943,64.532,9.224223814,0.240270005,194.0917879,3.965670022
196,196M,M,1,CGN06627,nigra,parent,8.31E-05,0.000214681,2.583333333,11668284,123,343,115,83109.34783,129.9651571,22.01641108,5.223376308,4/20/14,745.8,387.6,0.16,33.9,15.518111,0.1322506,NA,NA,NA,3.534667969,NA,3,242.21,193.122,211069.43,128.16,69.371,100572.648,41.446,6.614,21118.919,12.79,7.94,18376.99,15.244,36.507,9.35032434,0.449675516,70.30597238,4.612042271
198,198M,M,1,PI120923,juncea,hybrid,9.85E-05,0.00015753,1.6,12182290,345,810,250,39633.704,211.4852308,22.98626812,10.87605864,4/15/14,646.7,470.3,0.1,38.5,23.994796,0.34059584,327.5712891,676.4587402,470.2385254,348.8874512,0.5157557,3,145.527,129.705,141053.815,92.609,47.619,20158.544,29.995,8.862,20158.544,19.036,11.464,19018.536,15.29,35.504,9.079742709,0.397142857,64.39351126,4.211478827
208,208M,M,1,CGN03952,carinata,hybrid,0.000145429,0.000214681,1.476190476,12156598,436,1011,309,32674.79612,230.3271427,22.93779093,13.47121878,4/15/14,1648.8,1044.2,0.13,100.3,24.00901,0.22994752,593.9614258,1185.255005,805.4613647,591.2935791,0.498874568,3,147.396,125.224,138498.518,66.19,46.746,58719.738,40.574,11.464,22095.624,23.08,10.054,22066.851,42.399,49.769,7.643303551,0.422721834,124.1803658,2.928851288
210,210M,M,1,CGN03976,carinata,hybrid,0.000124654,0.000166205,1.333333333,4874664,462,963,282,12969.73404,127.8015594,6.352352108,NA,4/16/14,1389.4,357.1,0.36,92.3,20.667623,0.27459552,358.5820313,715.3574219,512.5212402,356.7753906,0.498737246,4,134.283,107.343,102682.412,82.883,65.79,64772.34,32.445,10.811,21058.355,23.441,5.405,11370.019,33.244,36.47,6.325270845,0.360173348,108.7041557,3.269887972
219,219M,M,1,CGN06897,napus,hybrid,0.00017313,0.000263158,1.52,12021474,238,434,109,87572.72477,158.9305005,22.68283094,4.805396658,4/13/14,2737.6,894.7,0.2,76.4,21.554725,0.32122031,335.1577148,632.2646484,470.1743164,297.1069336,0.469909134,4,153.439,89.359,121105.232,112.881,88.183,94100.42,30.57,6.173,18407.317,18.519,4.262,15058.836,51.887,40.146,5.573307426,0.679149215,189.139878,3.645226703
222,222M,M,1,CGN14070,oleracea,parent,0.000166205,0.000290859,1.75,10825292,308,629,168,50734.79167,170.2467756,20.42580372,8.224890551,NA,1082.1,637.7,0.15,52.3,NA,NA,NA,NA,NA,NA,NA,3,141.093,125.224,132926.01,79.385,61.754,72942.62,37.548,12.377,25559.973,20.282,9.498,14292.091,NA,NA,NA,NA,90.37015675,NA
232,232M,M,1,CGN14113,napus,hybrid,6.93E-05,0.000166205,2.4,12199360,247,682,221,46257.0362,183.0335158,23.01847681,9.600982804,4/17/14,1500.7,707.7,0.1,78.1,23.298335,0.34857849,376.3334961,746.6560059,522.8769531,370.3225098,0.495974728,2,188.569,151.789,170426.515,104.651,65.844,76270.883,36.449,8.314,20703.663,24.719,7.055,15609.399,31.537,37.353,6.651434195,0.403802817,115.3444879,3.657433743
236,236M,M,NA,NA,NA,NA,NA,NA,NA,12097516,206,434,123,74264.34146,151.7691428,22.8263115,5.388518421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,249M,M,1,CGN07230,napus,hybrid,7.62E-05,0.00017313,2.272727273,9926035,101,213,60,121450.35,97.1488466,18.72903222,3.203582508,4/20/14,3161.1,2941.5,0.2,200,28.364982,0.38085596,NA,NA,NA,4.503417969,NA,2,140.281,112.118,130049.551,76.725,62.616,72036.679,33.521,7.937,21024.825,15.095,5.291,14899.421,68.743,71.899,8.67178715,0.343715,214.4065508,3.118958306
281,281M,M,2,PI 257240,juncea,hybrid,5.54E-05,0.000180055,3.25,12148882,148,288,74,116342.1892,122.3084687,22.92323192,3.228166092,4/17/14,5023.7,5465.6,0.24,NA,12.05909,0.14814845,474.6503906,820.0483398,646.4799805,345.3979492,0.421192182,3,222.222,176.367,186078.684,122.281,73.486,92412.96,32.334,6.173,21770.574,24.25,4.409,20982.055,93.98,56.058,5.782556421,0.204794073,325.5321822,3.463845309
322,322M,M,2,CGN17374,napus,hybrid,0.000214681,0.000290859,1.35483871,5005854,281,819,275,14944.62909,290.2130552,44.40626285,6.192820164,4/13/14,1456.9,546.7,0.11,59.4,21.051841,0.23594443,278.3630371,513.4006348,379.6157227,235.0375977,0.457805429,3,111.167,83.687,98080.339,85.864,47.046,64803.928,28.243,14.158,23576.234,19.988,11.816,16338.817,38.582,42.664,6.868615449,0.64952862,112.7313114,2.921862822
351,351M,M,2,CGN07129,oleracea,parent,0.000180055,0.000290859,1.615384615,12156598,NA,NA,NA,18606.53195,286.2499857,22.93779093,NA,4/16/14,742.1,88.9,0.17,12.1,16.839932,0.22471183,323.4377441,597.1523438,443.8171387,273.7145996,0.458366449,3,95.254,73.198,88276.737,93.512,64.591,71239.607,28.232,7.985,18649.938,19.42,7.055,13009.776,21.277,26.088,5.655689898,NA,70.08522458,3.293942971
356,356M,M,2,CGN06813,rapa,parent,3.94E-05,9.19E-05,2.333333333,5021358,142,167,29,73591.34483,145.1208661,44.54379677,0.651044637,4/27/14,NA,NA,NA,NA,13.854613,0.10147614,596.5883789,1210.155151,994.7047119,613.5667725,0.507014966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.885,64.387,6.410396479,0.217565236,NA,NA
