Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,px_obs,end_points,branch_points,areole_num,areole_pix,skel_length_new_mm,area_obs_mmsq,vein_dens_mm2,Date.Created,Lf3_wetMg,Lf4_wetMg,dry_shootsG,Lf4_dryMg,Photo,Cond,Fo,Fm,Fs,Fv,FvFm,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,SLA,Lf3_dryMg_pred,LMA
1059,1059M,M,5,CGN06710 ,rapa,parent,9.85E-05,0.000190349,1.933333333,12199360,256,564,165,59357.01818,169.0518055,23.01847681,7.168154582,4/11/14,895.6,604.3,0.06,69.9,22.828649,0.35014283,355.3864746,702.7446289,511.6821289,347.3581543,0.494287882,3,137.795,80.266,111938.511,86.532,62.61,74486.996,20.301,8.818,19853.712,30.864,7.272,16497.454,23.721,42.333,8.691856544,0.339356223,79.24327484,3.340638036
1072,1072M,M,5,CGN17374,napus,hybrid,0.000134557,0.000216604,1.609756098,12104077,335,796,240,40644.79583,205.3726947,22.83869119,10.50848308,4/14/14,1244.5,283.1,0.13,29.5,17.99885,0.37428544,353.9882813,652.4458008,520.6591797,298.4575195,0.457444157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.429,38.24,6.613878173,1.133186441,100.0591949,2.993185406
1085,1085M,M,5,CGN07145,rapa,parent,0.000147684,0.000206758,1.4,12192264,276,495,125,69810.128,162.1825741,23.00508765,5.433580688,4/20/14,4310.6,3714.8,0.51,218.3,29.035072,0.45501986,NA,NA,NA,3.540771484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.272,65.723,6.995292775,0.404360971,282.98752,3.205858257
1096,1096M,M,5,PI 633094,juncea,hybrid,9.19E-05,0.000193631,2.107142857,5009080,243,547,159,24309.43396,238.2630841,44.43488027,3.578270022,4/24/14,5375.4,4308.3,1.11,248.5,34.546173,0.56192411,306.6835938,723.5285645,452.7263184,416.8449707,0.57612787,3,170.488,131.687,154704.36,131.687,83.48,112806.348,56.437,9.406,21611.159,25.867,5.879,22614.304,91.892,NA,9.972740018,0.36978672,346.5151547,3.770895776
1101,1101M,M,5,CGN07129,oleracea,parent,0.000183785,0.000249422,1.357142857,4986719,294,1131,429,9861.892774,341.189575,44.23651882,9.697869802,4/21/14,1833.6,633.3,0.28,51,19.28373,0.27964905,339.8969727,629.0698242,485.8010254,289.1728516,0.459683235,4,106.996,79.953,99954.431,94.062,56.437,70795.579,12.93,7.937,13739.195,11.758,4.409,12611.629,40.801,42.243,6.613317137,0.800019608,135.205823,3.313786991
1113,1113M,M,5,CGN06619,nigra,parent,5.25E-05,0.000131275,2.5,5005200,201,485,148,26540.50676,226.6176594,44.40046131,3.333298701,4/12/14,542.4,756.4,0.15,77.6,26.088011,0.42636715,269.2497559,542.4401855,371.9521484,273.1904297,0.503632358,3,123.485,107.674,118976.855,59.971,28.232,49530.466,30.915,10.582,20312.515,31.795,7.937,18967.212,18.007,32.495,7.657656108,0.232048969,58.17081001,3.230455379
1140,1140M,M,5,PI 470241,juncea,hybrid,9.85E-05,0.000187067,1.9,4999390,208,453,128,29667.21094,218.9127227,44.34892157,2.886203215,4/17/14,1447.6,1053.7,0.12,72,26.969667,0.44241413,544.7246094,1129.446533,794.1932983,584.7219238,0.517706599,3,181.07,144.621,165931.027,90.535,64.668,74300.365,37.625,8.23,19104.075,27.043,9.406,14598.478,33.736,43.947,7.566280537,0.468555556,112.1764588,3.32512624
1143,1143M,M,5,PI 173857,juncea,hybrid,0.000101738,0.000131275,1.290322581,5007126,216,488,146,27374.87671,224.796219,44.4175466,3.286989291,4/13/14,1139.7,1166.3,0.2,92.8,29.83047,0.58628081,551.984375,1250.374268,862.9972534,698.3898926,0.558544678,4,165.785,134.039,147792.771,81.129,54.086,59131.883,45.855,7.643,15934.449,23.81,9.7,13171.524,29.347,43.805,8.086150657,0.316239224,93.80666291,3.196465155
1157,1157M,M,5,CGN06620,nigra,parent,6.24E-05,0.000177221,2.842105263,12139405,361,651,164,55931.35976,186.9861594,22.90535015,7.159899277,4/12/14,872.1,1225.5,0.15,113.4,25.399707,0.36990328,357.9401855,775.1230469,550.8918457,417.1828613,0.538215014,3,114.051,74.074,103564.974,79.953,54.086,61189.496,32.114,7.05,18456.308,23.516,5.879,14988.849,26.217,39.654,7.744537825,0.231190476,77.84122806,2.969112715
1163,1163M,M,5,CGN07143 ,rapa,parent,0.000111584,0.000173939,1.558823529,4333877,210,411,106,31327.42453,183.108768,35.78732286,2.961942708,4/11/14,1510.9,966.3,0.21,80.7,12.888196,0.10580698,485.0905762,864.366333,676.6536255,379.2757568,0.438790525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.785,39.336,6.485669518,0.45582404,115.9530359,3.152182572
1166,1166M,M,5,CGN06709 ,rapa,parent,0.000101738,0.000229731,2.258064516,12152260,362,853,260,38267.74231,213.1678829,22.92960573,11.33905236,4/13/14,1653.8,1245.2,0.25,101.3,25.77205,0.2902236,518.1308594,977.7415771,693.5458984,459.6107178,0.47007382,3,138.459,102.297,118517.274,112.906,78.488,103887.691,39.722,6.173,27358.634,42.411,7.272,22795.492,39.376,47.021,7.493350772,0.388706811,124.4786736,3.161282852
1184,1184M,M,5,CGN14031,oleracea,parent,0.000147684,0.000216604,1.466666667,6714683,245,511,137,38145.87591,243.8774815,55.44701163,2.470827479,4/17/14,1608.6,223.6,0.27,38,20.36891,0.33729012,374.3852539,754.534668,580.0144043,380.1494141,0.43062369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.636,38.187,5.84826865,1.122,121.7819708,2.85631792
1191,1191M,M,5,CGN03969,carinata,hybrid,0.000111584,0.000144402,1.294117647,6171939,259,718,237,21173.80591,281.5044798,50.96526128,4.650226331,4/20/14,3168.4,2814.8,0.35,190.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.831,72.837,9.338767686,0.319155299,214.8420802,3.5317861
1196,1196M,M,5,CGN06627,nigra,parent,8.86E-05,0.000131275,1.481481481,5021358,328,891,308,12671.37013,308.2752938,44.54379677,6.914543042,4/20/14,NA,1927.8,NA,156.3,24.835506,0.19523127,NA,NA,NA,4.90234375,NA,4,146.97,132.863,139105.848,112.881,71.723,88448.594,37.625,7.05,16177.847,17.64,7.05,12554.862,55.501,80.838,10.85088488,0.35509277,NA,NA
1198,1198M,M,5,PI120923,juncea,hybrid,6.89E-05,0.000137839,2,12172086,160,356,103,94100.69903,131.0170166,22.96701461,4.484692581,4/20/14,2067.6,2405.1,0.79,124.3,20.418675,0.24327584,501.7019043,1055.622681,832.5480957,553.9207764,0.524733682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.867,59.563,9.433433355,0.3207321,149.1666293,3.741606573
1210,1210M,M,5,CGN03976,carinata,hybrid,0.000164094,0.000187067,1.14,5800222,216,636,217,22583.36866,128.9959116,10.94420327,19.8278481,4/17/14,2505.9,602.8,0.31,72.2,27.32857,0.42833757,301.4719238,602.411377,412.3991699,300.9394531,0.499558051,5,216.138,182.616,187521.19,100.529,85.529,98875.078,60.847,15.971,31413.983,39.771,10.582,26741.973,54,48.833,6.645329589,0.747922438,175.3162933,3.246598024
1219,1219M,M,5,CGN06897,napus,hybrid,4.59E-05,0.000121429,2.642857143,5020070,136,281,82,44683.68293,178.0565219,44.53237109,1.841357152,4/20/14,NA,NA,0.83,365.6,20.051832,0.1981254,NA,NA,NA,4.328125,NA,4,204.586,138.742,189343.181,164.609,96.414,124852.639,62.316,11.758,23307.174,28.22,15.29,16474.125,114.984,61.237,5.710776979,0.314507659,NA,NA
1222,1222M,M,5,CGN14070,oleracea,parent,7.88E-05,0.000150966,1.916666667,11770467,155,314,85,110338.9529,129.7855161,22.20921603,3.827240002,4/15/14,1163.3,709.9,0.06,65.4,27.423702,0.34470984,509.1691895,989.3776245,672.5231323,480.2084351,0.485364155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.372,27.55,5.36475718,0.40324159,95.21467585,3.61044577
1231,1231M,M,5,Ames 2795 ,rapa,parent,0.000124711,0.000167376,1.342105263,6856542,201,545,178,32310.83708,264.0700902,56.61842324,3.143853004,4/18/14,2017,956.2,0.17,103.4,22.694579,0.45830498,396.1630859,795.6689453,563.7729492,399.5058594,0.502100606,3,129.633,118.166,121092.012,95.275,68.789,82652.906,22.046,5.646,16300.713,25.588,6.173,16040.984,48.848,50.772,7.264418871,0.472417795,146.1477541,2.991888185
1232,1232M,M,5,CGN14113,napus,hybrid,8.86E-05,0.000164094,1.851851852,11994853,318,795,247,40952.73279,206.2598069,22.63260086,10.9134607,4/15/14,1346.4,495.7,0.15,49.2,22.062624,0.27820993,430.0461426,762.9482422,562.838623,332.9020996,0.436336413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.992,36.892,6.851617532,0.589268293,106.1387084,3.660965385
1249,1249M,M,5,CGN07230,napus,hybrid,9.19E-05,0.000167376,1.821428571,6856542,163,308,79,60537.75949,201.602275,56.61842324,1.395305547,4/20/14,3555.7,2515.7,0.28,178.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.028,68.548,8.133547271,0.398585859,237.9490044,3.350073273
31,31T,T,1,PI 257240,juncea,hybrid,7.62E-05,0.000124654,1.636363636,5003258,152,272,69,49564,169.6711132,44.38323408,1.554641103,4/20/14,4830,5933.1,0.4,NA,20.130909,0.24442247,531.2636719,1127.6521,874.4997559,596.3884277,0.528876262,2,206.94,174.019,184892.018,110.548,94.07,98813.645,45.991,9.479,25640.069,27.145,3.527,19098.632,85.721,51.667,5.580455264,0.19705977,313.975737,3.662763348
72,72T,T,1,CGN17374,napus,hybrid,0.000103878,0.000166205,1.6,11865220,164,508,176,57135.27273,160.2695977,22.38800162,7.86135373,4/14/14,1736.6,821.2,0.14,117.2,20.016449,0.37156849,345.6181641,682.6242676,533.8911133,337.0061035,0.493691947,3,141.093,106.996,121689.234,89.359,41.152,59147.436,34.392,9.406,20818.753,21.164,8.377,20216.866,45.49,51.712,7.667139522,0.388139932,129.4186512,2.844991233
101,101T,T,1,CGN07129,oleracea,parent,0.000214681,0.000249307,1.161290323,4948810,345,993,342,12179.84795,129.4379294,7.114888903,NA,4/20/14,1437.9,224.2,0.2,28.3,NA,NA,NA,NA,NA,NA,NA,3,96.411,77.852,86050.378,86.131,65.238,77372.01,32.341,12.283,19646.862,23.197,5.291,14628.805,37.153,37.338,6.125677203,NA,111.5977417,3.003734332
113,113T,T,1,CGN06619,nigra,parent,0.000103878,0.000221607,2.133333333,4904597,261,565,160,24143.7375,247.3601493,43.50802552,3.677482444,4/20/14,1041.8,671.1,0.11,74.3,28.086455,0.39059258,NA,NA,NA,3.820800781,NA,3,138.459,97.038,120276.277,54.738,25.634,42859.165,44.982,14.109,26622.217,31.746,7.11,19460.23,29.943,48.124,8.794558922,0.403001346,87.96579568,2.937774962
140,140T,T,1,PI 470241,juncea,hybrid,8.31E-05,0.000228532,2.75,5021358,224,367,89,42297.47191,203.6346128,44.54379677,1.998033541,4/27/14,1623,1693.6,0.69,132.9,16.445665,0.20232433,529.1611328,1186.270264,976.0965576,657.1091309,0.553928688,3,213.992,165.785,173355.854,99.647,38.801,53914.753,39.242,8.524,22831.263,35.273,8.23,22123.619,38.576,48.462,7.802660966,0.290263356,122.6410974,3.179207211
143,143T,T,1,PI 173857,juncea,hybrid,0.000103878,0.000138504,1.333333333,4979975,257,502,140,27910.34286,229.7099879,44.1766937,3.169091851,4/20/14,1735.8,1025.2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2,134.924,92.894,127181.645,84.689,57.613,67418.325,48.207,10.582,23561.459,37.643,11.758,23507.803,41.26,54.819,8.534272329,NA,129.3709219,3.135504652
157,157T,T,1,CGN06620,nigra,parent,9.00E-05,0.000228532,2.538461538,4865744,241,558,168,24436.71429,240.260831,43.16336574,3.892189525,4/20/14,1797.7,2417,0.72,169.1,20.528558,0.28745058,484.1018066,979.3497314,740.9130859,495.2479248,0.505690571,2,146.451,76.72,115236.447,61.728,13.257,43655.459,57.489,12.346,30498.711,44.233,12.346,NA,54.374,45.433,6.161348488,0.321549379,133.0639728,2.447198529
184,184T,T,1,CGN14031,oleracea,parent,9.70E-05,0.000193906,2,4998039,212,451,124,30415.75,210.2050325,44.33693703,2.796765142,4/20/14,3862.7,1525,0.16,111.9,21.54475,0.27720486,590.3349609,1067.908325,831.4963379,477.5733643,0.447204458,3,130.517,107.517,118139.345,83.513,68.357,72993.944,30.661,9.479,21433.859,16.503,9.74,14563.484,80.796,54.116,6.020475007,0.722037534,256.265105,3.171754851
191,191T,T,1,CGN03969,carinata,hybrid,0.000124654,0.000207756,1.666666667,4927155,252,375,88,40234.02273,213.5960357,43.70813453,2.013355202,4/20/14,2820.6,3626.1,0.42,203.7,NA,NA,NA,NA,NA,NA,NA,3,248.101,177.547,221846.626,110.548,75.287,92358.525,59.976,11.758,29977.698,40.046,8.479,19317.924,48.943,64.532,9.224223814,0.240270005,194.0917879,3.965670022
196,196T,T,1,CGN06627,nigra,parent,8.31E-05,0.000214681,2.583333333,11889011,181,363,101,87574.08911,138.2234037,22.43289189,4.502317423,4/20/14,745.8,387.6,0.16,33.9,15.518111,0.1322506,NA,NA,NA,3.534667969,NA,3,242.21,193.122,211069.43,128.16,69.371,100572.648,41.446,6.614,21118.919,12.79,7.94,18376.99,15.244,36.507,9.35032434,0.449675516,70.30597238,4.612042271
198,198T,T,1,PI120923,juncea,hybrid,9.85E-05,0.00015753,1.6,12187980,385,710,177,52766.33898,187.6039213,22.99700435,7.69665463,4/15/14,646.7,470.3,0.1,38.5,23.994796,0.34059584,327.5712891,676.4587402,470.2385254,348.8874512,0.5157557,3,145.527,129.705,141053.815,92.609,47.619,20158.544,29.995,8.862,20158.544,19.036,11.464,19018.536,15.29,35.504,9.079742709,0.397142857,64.39351126,4.211478827
208,208T,T,1,CGN03952,carinata,hybrid,0.000145429,0.000214681,1.476190476,12189440,397,687,159,53679.45912,188.5373656,22.99975916,6.913115867,4/15/14,1648.8,1044.2,0.13,100.3,24.00901,0.22994752,593.9614258,1185.255005,805.4613647,591.2935791,0.498874568,3,147.396,125.224,138498.518,66.19,46.746,58719.738,40.574,11.464,22095.624,23.08,10.054,22066.851,42.399,49.769,7.643303551,0.422721834,124.1803658,2.928851288
210,210T,T,1,CGN03976,carinata,hybrid,0.000124654,0.000166205,1.333333333,6801422,280,684,213,24400.74648,145.0173157,12.83332688,16.59741095,4/16/14,1389.4,357.1,0.36,92.3,20.667623,0.27459552,358.5820313,715.3574219,512.5212402,356.7753906,0.498737246,4,134.283,107.343,102682.412,82.883,65.79,64772.34,32.445,10.811,21058.355,23.441,5.405,11370.019,33.244,36.47,6.325270845,0.360173348,108.7041557,3.269887972
219,219T,T,1,CGN06897,napus,hybrid,0.00017313,0.000263158,1.52,12176600,140,286,84,112404.5714,131.2347258,22.97553189,3.656063346,4/13/14,2737.6,894.7,0.2,76.4,21.554725,0.32122031,335.1577148,632.2646484,470.1743164,297.1069336,0.469909134,4,153.439,89.359,121105.232,112.881,88.183,94100.42,30.57,6.173,18407.317,18.519,4.262,15058.836,51.887,40.146,5.573307426,0.679149215,189.139878,3.645226703
222,222T,T,1,CGN14070,oleracea,parent,0.000166205,0.000290859,1.75,10037346,185,511,169,48588.18935,149.2302223,18.93906042,8.923357139,NA,1082.1,637.7,0.15,52.3,NA,NA,NA,NA,NA,NA,NA,3,141.093,125.224,132926.01,79.385,61.754,72942.62,37.548,12.377,25559.973,20.282,9.498,14292.091,NA,NA,NA,NA,90.37015675,NA
232,232T,T,1,CGN14113,napus,hybrid,6.93E-05,0.000166205,2.4,12199360,288,465,96,84981.72917,151.4748876,23.01847681,4.170562666,4/17/14,1500.7,707.7,0.1,78.1,23.298335,0.34857849,376.3334961,746.6560059,522.8769531,370.3225098,0.495974728,2,188.569,151.789,170426.515,104.651,65.844,76270.883,36.449,8.314,20703.663,24.719,7.055,15609.399,31.537,37.353,6.651434195,0.403802817,115.3444879,3.657433743
249,249T,T,1,CGN07230,napus,hybrid,7.62E-05,0.00017313,2.272727273,11629585,160,274,61,127854.0492,114.1447113,21.94339151,2.77988022,4/20/14,3161.1,2941.5,0.2,200,28.364982,0.38085596,NA,NA,NA,4.503417969,NA,2,140.281,112.118,130049.551,76.725,62.616,72036.679,33.521,7.937,21024.825,15.095,5.291,14899.421,68.743,71.899,8.67178715,0.343715,214.4065508,3.118958306
281,281T,T,2,PI 257240,juncea,hybrid,5.54E-05,0.000180055,3.25,12125158,162,242,50,111490.56,117.8887801,22.87846807,2.185461013,4/17/14,5023.7,5465.6,0.24,NA,12.05909,0.14814845,474.6503906,820.0483398,646.4799805,345.3979492,0.421192182,3,222.222,176.367,186078.684,122.281,73.486,92412.96,32.334,6.173,21770.574,24.25,4.409,20982.055,93.98,56.058,5.782556421,0.204794073,325.5321822,3.463845309
346,346T,T,2,PI 633094,juncea,hybrid,0.000117729,0.000242382,2.058823529,12185135,147,337,103,88029.1068,132.9815317,22.99163623,4.479889946,4/20/14,3450.4,4496.4,0.38,306.8,28.247224,0.35830475,496.3903809,1048.054565,712.3901367,551.6641846,0.526369717,3,155.203,125.858,142490.878,90.657,61.152,77641.848,42.475,8.23,20902.737,34.098,6.332,17775.103,72.095,74.452,8.768469498,0.234990222,231.6666416,3.213352405
351,351T,T,2,CGN07129,oleracea,parent,0.000180055,0.000290859,1.615384615,12169444,NA,1013,263,36609.36502,250.0360261,22.96202952,11.4536914,4/16/14,742.1,88.9,0.17,12.1,16.839932,0.22471183,323.4377441,597.1523438,443.8171387,273.7145996,0.458366449,3,95.254,73.198,88276.737,93.512,64.591,71239.607,28.232,7.985,18649.938,19.42,7.055,13009.776,21.277,26.088,5.655689898,NA,70.08522458,3.293942971
356,356T,T,2,CGN06813,rapa,parent,3.94E-05,9.19E-05,2.333333333,5021358,123,176,39,73735.46154,142.170283,44.54379677,0.875542788,4/27/14,NA,NA,NA,NA,13.854613,0.10147614,596.5883789,1210.155151,994.7047119,613.5667725,0.507014966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.885,64.387,6.410396479,0.217565236,NA,NA
363,363T,T,2,CGN06619,nigra,parent,8.31E-05,0.00015928,1.916666667,12190825,248,477,119,79558.31092,154.6606823,23.00237246,5.173379406,4/21/14,1321.6,1969.7,0.51,122.4,17.548777,0.2041702,333.923584,658.4787598,521.8261719,324.5551758,0.492886325,2,106.793,74.074,92632.252,82.011,49.383,58888.485,26.587,8.818,15771.924,22.046,7.985,16807.729,36.192,43.548,7.23872241,0.295686275,104.6591016,2.89177447
393,393T,T,2,PI 173857,juncea,hybrid,0.000166205,0.000242382,1.458333333,10364335,357,590,128,60521.91406,158.3761151,19.55604268,6.545291504,4/21/14,402.5,378.8,0.08,27.3,17.689356,0.20072634,310.3977051,570.4345703,442.4025879,260.0368652,0.455857479,3,133.3,104.882,122113.82,76.426,47.163,68192.069,27.043,10.582,28441.098,35.449,9.479,18439.2,10.661,28.901,8.851439358,0.390512821,49.82415704,4.673497518
407,407T,T,2,CGN06620,nigra,parent,0.000110803,0.000152355,1.375,3871834,165,405,130,25460.24219,179.0298718,34.34652493,3.784953507,4/18/14,1217.3,1796.4,0.47,153.1,23.63184,0.32807046,266.2941895,554.5544434,408.5290527,288.2602539,0.519805147,2,112.899,70.586,95388.179,72.936,47.031,55670.645,27.043,14.109,23540.463,22.371,9.406,18773.582,39.12,37.376,5.975763455,0.255519268,98.43640037,2.516267903
416,416T,T,2,CGN06709 ,rapa,parent,0.000145429,0.000263158,1.80952381,3355896,92,480,201,14620.88557,175.4059514,29.76970561,6.751830289,4/17/14,1249.5,1395.3,0.18,142.8,17.029926,0.16342976,575.2314453,1139.394531,780.6353149,564.1630859,0.495142877,2,180.914,131.708,156241.738,101.451,83.489,87911.25,49.397,9.479,25098.059,24.719,10.84,18419.759,31.757,43.013,7.632731751,0.222387955,100.3575028,3.160169499
434,434T,T,2,CGN14031,oleracea,parent,NA,NA,1.371428571,5031722,310,735,225,18626.61333,271.6687798,44.63573443,5.040804254,4/21/14,1818.9,390.7,0.21,43.3,17.531111,0.28726649,347.6303711,597.4335938,461.2102051,249.8032227,0.418127178,3,108.498,85.542,92377.996,101.415,74.158,86720.679,23.81,14.219,19479.671,27.563,7.937,15319.342,42.035,46.638,7.193403008,0.970785219,134.328798,3.19564168
441,441T,T,2,CGN03969,carinata,hybrid,4.92E-05,9.52E-05,1.933333333,5031722,227,529,154,26468.51299,229.578405,44.63573443,3.450150467,4/17/14,1866.5,1752.5,0.2,163.1,34.651833,NA,551.2026367,1274.249756,781.578125,723.0471191,0.567429671,2,161.082,121.105,135033.392,164.609,NA,NA,38.801,6.173,25650.955,27.337,7.055,19363.026,37.856,49.793,8.092839578,0.232103004,137.1686885,3.623433234
448,448T,T,2,PI120923,juncea,hybrid,0.000108302,0.00015753,1.454545455,5031722,182,526,177,22731.33333,234.0597697,44.63573443,3.96543268,4/16/14,1773.1,1182.6,0.2,96.4,23.937714,0.38681353,385.1777344,760.8508301,522.03125,375.6730957,0.493753941,2,185.54,141.49,156429.147,100.003,56.437,82440.612,43.504,10.582,25080.951,22.463,9.479,18624.386,35.638,51.863,8.687623133,0.369688797,131.5962983,3.692583712
458,458T,T,2,CGN03952,carinata,hybrid,0.000101738,0.000164094,1.612903226,5014900,286,570,154,23798.44805,252.6069431,44.48650871,3.461723665,4/15/14,2099.5,1014.2,0.1,103.3,27.754404,0.37404878,315.7282715,637.0732422,447.286377,321.3449707,0.504408205,3,140.057,116.342,123298.352,91.062,60.468,74942.781,28.885,9.91,22091.551,22.684,6.861,14922.49,51.241,54.013,7.545525676,0.496040658,151.0698332,2.948221799
460,460T,T,2,CGN03976,carinata,hybrid,0.000144402,0.000200194,1.386363636,4986674,435,712,168,21923.66667,299.1497995,44.23611963,3.797801466,4/21/14,3172.5,1164.1,0.3,101.9,25.052798,0.4806548,365.8410645,732.8344727,524.0966797,366.9934082,0.500786224,4,145.599,118.169,132852.913,79.443,65.262,75518.914,42.337,9.859,20247.194,31.746,10.582,19191.947,57.124,78.773,10.42240824,0.560588813,215.0866927,3.765259657
472,472T,T,2,CGN14070,oleracea,parent,9.19E-05,0.000147684,1.607142857,5014900,220,346,78,41002.89744,194.5537685,44.48650871,1.753340558,4/23/14,3425.1,2654.5,0.3,193.9,30.376813,0.6046541,350.2277832,707.692627,507.6101074,357.4648438,0.505113138,3,176.383,140.041,156385.6,121.157,92.953,106604.736,31.746,14.109,25426.22,30.593,10.84,16536.336,58.196,47.496,6.226019382,0.30013409,230.157204,3.954862946
482,482T,T,2,CGN14113,napus,hybrid,5.58E-05,0.000101738,1.823529412,6865104,129,235,54,92268.22222,177.1985995,56.68912462,0.952563659,4/21/14,4057.3,2839.4,0.48,217,28.767699,0.53611112,297.2600098,592.8571777,415.5895996,295.597168,0.498597603,3,174.189,105.758,165868.817,100.314,58.322,82194.103,33.438,7.776,19841.27,24.884,6.999,17310.857,73.807,56.446,6.570287821,0.340124424,267.8752456,3.629401623
499,499T,T,2,CGN07230,napus,hybrid,0.000114866,0.000114866,1,12087364,321,718,203,49897.42857,186.7428128,22.80715611,8.900715155,4/21/14,1576,813.6,0.12,55.1,23.025732,0.33634392,306.5063477,598.059082,426.7138672,291.5527344,0.487498214,3,151.686,133.157,141690.695,84.73,66.161,74709.399,33.51,10.582,18010.725,21.237,8.818,16500.565,31.264,41.348,7.394898827,0.567404719,119.8370038,3.833066908
524,524T,T,3,PI 459016 ,rapa,parent,8.53E-05,0.000124711,1.461538462,8421249,301,509,115,56143.96522,136.3607885,15.88971264,7.237387019,4/26/14,352.8,447.1,0.14,25.9,24.749386,0.35656902,498.5859375,983.2764893,723.9902344,484.6905518,0.492934141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.166,21.4,7.48874574,0.315289575,46.85897725,5.738302382
531,531T,T,3,PI 257240,juncea,hybrid,0.000124711,0.000177221,1.421052632,5948586,201,321,71,60317.49296,190.5274351,49.1209067,1.445413059,4/21/14,NA,2524.9,0.34,183.9,21.915356,0.2020808,325.0517578,632.9973145,486.050293,307.9455566,0.486487935,3,154.331,112.024,146212.623,100.591,57.38,78165.971,53.857,15.095,26175.857,28.274,7.11,19133.625,NA,60.872,5.196001949,0.746302338,NA,NA
532,532T,T,3,PI 459020 ,rapa,parent,0.000108302,0.000144402,1.333333333,4971157,198,433,123,32032.2439,209.4401321,44.0984704,2.78921239,4/17/14,503.3,1054.3,0.13,114.1,27.803247,0.55984896,363.7314453,790.9260254,518.2983398,427.1945801,0.540119514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.98,25.609,7.108128558,0.11375986,55.83804281,4.301852297
559,559T,T,3,CGN06710 ,rapa,parent,0.00010502,0.000150966,1.4375,5021358,164,312,84,47014.10714,186.2632679,44.54379677,1.885784466,4/13/14,1195.7,820,0.21,73.7,24.88557,0.49633573,339.3400879,789.5620117,611.2451172,450.2219238,0.570217307,3,141.138,111.282,123576.545,87.413,51.215,67817.25,25.588,12.471,19086.19,30.915,6.887,18783.691,32.617,40.733,7.132214408,0.44256445,97.14771056,2.978437948
572,572T,T,3,CGN17374,napus,hybrid,3.94E-05,0.000101738,2.583333333,5026540,130,270,75,48220.56,166.2613874,44.5897656,1.68200032,4/13/14,2145.3,1379.1,0.26,111.6,25.630714,0.47752799,282.751709,560.3354492,411.501709,277.5837402,0.495388505,2,124.417,98.772,116190.601,107.002,50.681,79805.996,36.619,10.582,24972.083,34.601,8.23,19960.247,45.958,53.495,7.891010685,0.411810036,153.8023329,3.346584553
585,585T,T,3,CGN07145,rapa,parent,5.25E-05,0.000118147,2.25,5026540,160,290,77,45859.15584,178.376165,44.5897656,1.726853662,4/26/14,3428.3,2466.9,0.64,188.8,22.90085,0.30427931,450.4985352,879.9663086,635.5429688,429.4677734,0.488050246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.474,57.617,7.471143317,0.315010593,230.348121,3.873089435
596,596T,T,3,PI 633094,juncea,hybrid,6.56E-05,0.000154248,2.35,2946309.927,86.40449438,259.6123596,89.40449438,24212.6573,122.8063877,26.13632298,3.42096647,4/15/14,1395.9,1030.7,0.19,99.3,30.003016,0.5440996,575.0512695,1240.535522,819.5001221,665.4842529,0.536449171,2,173.022,143.45,159013.994,87.008,55.274,73152.581,39.994,11.758,28102.828,30.593,7.152,22104.178,31.087,42.905,7.695174981,0.31306143,109.0919559,3.509246821
601,601T,T,3,CGN07129,oleracea,parent,9.19E-05,0.000154248,1.678571429,5007792,187,598,211,19488.38863,250.6085056,44.42345459,4.749743169,4/21/14,4176.3,2112.7,0.29,149.8,21.235084,0.36339018,341.626709,641.3725586,483.7016602,299.7458496,0.467350599,3,150.817,122.332,141209.342,122.422,88.254,108073.682,39.976,7.436,27656.467,30.229,9.406,19373.913,79.873,55.077,6.162689377,0.533197597,274.9749718,3.442652358
