Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,B_end_points,M_end_points,T_end_points,B_branch_points,M_branch_points,T_branch_points,B_areole_num,M_areole_num,T_areole_num,B_skel_length_new_mm,M_skel_length_new_mm,T_skel_length_new_mm,B_areole_area_new_mmsq,M_areole_area_new_mmsq,T_areole_area_new_mmsq,B_vein_dens_mm2,M_vein_dens_mm2,T_vein_dens_mm2,dry_shootsG,Photo,Cond,WUE,Fo,Fm,Fs,Fv,FvFm,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,Palisade_spongy,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,LMA
1140,1140B,B,5,PI 470241,juncea,hybrid,9.85E-05,0.000187067,1.9,225,208,185,525,453,375,157,128,107,234.5664559,218.9127227,201.9991502,0.215763997,0.263173869,0.294313631,3.523707296,2.886203215,2.400888973,0.12,26.969667,0.44241413,46.00127881,544.7246094,1129.446533,794.1932983,584.7219238,0.517706599,3,181.07,144.621,165931.027,90.535,64.668,74300.365,2.233246458,37.625,8.23,19104.075,27.043,9.406,14598.478,33.736,43.947,7.566280537,3.32512624
1143,1143B,B,5,PI 173857,juncea,hybrid,0.000101738,0.000131275,1.290322581,208,216,196,552,488,454,184,146,132,239.7499756,224.796219,214.4775854,0.191093749,0.242838878,0.283262898,4.132887826,3.286989291,2.957271829,0.2,29.83047,0.58628081,80.64397266,551.984375,1250.374268,862.9972534,698.3898926,0.558544678,4,165.785,134.039,147792.771,81.129,54.086,59131.883,2.499375354,45.855,7.643,15934.449,23.81,9.7,13171.524,29.347,43.805,8.086150657,3.196465155
1157,1157B,B,5,CGN06620,nigra,parent,6.24E-05,0.000177221,2.842105263,306,361,314,602,651,509,163,164,105,180.1300435,186.9861594,162.7614456,0.10648161,0.105534611,0.15938603,7.154468954,7.159899277,4.617466173,0.15,25.399707,0.36990328,240.0570076,357.9401855,775.1230469,550.8918457,417.1828613,0.538215014,3,114.051,74.074,103564.974,79.953,54.086,61189.496,1.692528633,32.114,7.05,18456.308,23.516,5.879,14988.849,26.217,39.654,7.744537825,2.969112715
1163,1163B,B,5,CGN07143 ,rapa,parent,0.000111584,0.000173939,1.558823529,230,210,155.953125,410,411,341.46875,113,106,96.84375,195.7142468,183.108768,204.0885166,0.219048223,0.258688619,0.393021784,3.525562846,2.961942708,1.924882562,0.21,12.888196,0.10580698,44.40781522,485.0905762,864.366333,676.6536255,379.2757568,0.438790525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.785,39.336,6.485669518,3.152182572
1166,1166B,B,5,CGN06709 ,rapa,parent,0.000101738,0.000229731,2.258064516,271,362,198,735,853,584,241,260,196,193.2238293,213.1678829,171.7683989,0.080611714,0.072205848,0.097868633,10.46985003,11.33905236,8.66239154,0.25,25.77205,0.2902236,76.40914593,518.1308594,977.7415771,693.5458984,459.6107178,0.47007382,3,138.459,102.297,118517.274,112.906,78.488,103887.691,1.140821139,39.722,6.173,27358.634,42.411,7.272,22795.492,39.376,47.021,7.493350772,3.161282852
1184,1184B,B,5,CGN14031,oleracea,parent,0.000147684,0.000216604,1.466666667,315,245,141,772,511,361,239,137,112,299.8032689,243.8774815,201.9441452,0.184327499,0.314992506,0.379904647,4.520783691,2.470827479,2.178453302,0.27,20.36891,0.33729012,NA,374.3852539,754.534668,580.0144043,380.1494141,0.43062369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.636,38.187,5.84826865,2.85631792
1191,1191B,B,5,CGN03969,carinata,hybrid,0.000111584,0.000144402,1.294117647,202,259,201,624,718,548,214,237,174,243.7658427,281.5044798,248.0126848,0.174044834,0.174844332,0.243415999,5.006730398,4.650226331,3.490428545,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.831,72.837,9.338767686,3.5317861
1196,1196B,B,5,CGN06627,nigra,parent,8.86E-05,0.000131275,1.481481481,251,328,254,961,891,829,358,308,301,309.7242298,308.2752938,287.152742,0.104857335,0.112406034,0.123174664,8.039095858,6.914543042,6.760865412,NA,24.835506,0.19523127,102.087844,NA,NA,NA,4.90234375,NA,4,146.97,132.863,139105.848,112.881,71.723,88448.594,1.572731026,37.625,7.05,16177.847,17.64,7.05,12554.862,55.501,80.838,10.85088488,NA
1198,1198B,B,5,PI120923,juncea,hybrid,6.89E-05,0.000137839,2,153,160,189,351,356,388,109,103,105,133.2431876,131.0170166,137.8388514,0.1693229,0.177554786,0.169519436,4.749431354,4.484692581,4.565812069,0.79,20.418675,0.24327584,54.26117513,501.7019043,1055.622681,832.5480957,553.9207764,0.524733682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.867,59.563,9.433433355,3.741606573
1208,1208B,B,5,CGN03952,carinata,hybrid,8.86E-05,0.000127993,1.444444444,325,NA,155,776,NA,333,235,NA,93,300.2149144,NA,178.0752123,0.189785086,NA,0.33569865,4.437484605,NA,2.193574437,0.3,27.325402,0.37630359,63.79408185,604.5129395,1239.46814,868.9136353,634.9552002,0.512280372,2,145.99,113.642,135230.907,110.002,61.321,81986.04,1.649438209,36.981,9.054,21779.888,18.041,7.263,14403.052,72.714,61.927,7.262247129,3.076789715
1210,1210B,B,5,CGN03976,carinata,hybrid,0.000164094,0.000187067,1.14,315,216,272,940,636,808,337,217,281,150.6481328,128.9959116,119.5366111,0.024066281,0.042611641,0.021607092,NA,19.8278481,NA,0.31,27.32857,0.42833757,137.9357215,301.4719238,602.411377,412.3991699,300.9394531,0.499558051,5,216.138,182.616,187521.19,100.529,85.529,98875.078,1.89654657,60.847,15.971,31413.983,39.771,10.582,26741.973,54,48.833,6.645329589,3.246598024
1219,1219B,B,5,CGN06897,napus,hybrid,4.59E-05,0.000121429,2.642857143,161,136,188,331,281,269,101,82,68,192.7581272,178.0565219,173.3297095,0.326884318,0.396382989,0.402758867,2.268596035,1.841357152,1.526191695,0.83,20.051832,0.1981254,58.17017582,NA,NA,NA,4.328125,NA,4,204.586,138.742,189343.181,164.609,96.414,124852.639,1.516533271,62.316,11.758,23307.174,28.22,15.29,16474.125,114.984,61.237,5.710776979,NA
1222,1222B,B,5,CGN14070,oleracea,parent,7.88E-05,0.000150966,1.916666667,190,155,191,378,314,413,101,85,116,141.573437,129.7855161,146.0590409,0.172286944,0.208194088,0.156754438,4.459314652,3.827240002,5.048849383,0.06,27.423702,0.34470984,59.83723328,509.1691895,989.3776245,672.5231323,480.2084351,0.485364155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.372,27.55,5.36475718,3.61044577
1231,1231B,B,5,Ames 2795 ,rapa,parent,0.000124711,0.000167376,1.342105263,211,201,127,697,545,285,260,178,81,273.7083732,264.0700902,182.1320512,0.151597584,0.266809224,0.46498895,5.450014747,3.143853004,1.562322224,0.17,22.694579,0.45830498,81.57357647,396.1630859,795.6689453,563.7729492,399.5058594,0.502100606,3,129.633,118.166,121092.012,95.275,68.789,82652.906,1.4650666,22.046,5.646,16300.713,25.588,6.173,16040.984,48.848,50.772,7.264418871,2.991888185
1232,1232B,B,5,CGN14113,napus,hybrid,8.86E-05,0.000164094,1.851851852,127,318,213,407,795,469,143,247,133,77.38517379,206.2598069,159.3272794,0.037879467,0.077272048,0.133249243,22.54238316,10.9134607,5.813216504,0.15,22.062624,0.27820993,NA,430.0461426,762.9482422,562.838623,332.9020996,0.436336413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.992,36.892,6.851617532,3.660965385
1249,1249B,B,5,CGN07230,napus,hybrid,NA,NA,NA,NA,163,110,NA,308,198,NA,79,48,NA,201.602275,161.3825506,NA,0.499895208,NA,NA,1.395305547,0.846723253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
